Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Patrick Mahomes,KAN,0,0,0,0,0,3.0,2022,38
Tommy Townsend,KAN,0,0,0,0,0,3.0,2022,38
Jerick McKinnon,KAN,1,0,0,0,0,3.0,2022,38
Isiah Pacheco,KAN,0,0,0,0,0,3.0,2022,38
Michael Burton,KAN,0,0,0,0,0,3.0,2022,38
Travis Kelce,KAN,8,4,58,1,29,3.0,2022,38
JuJu Smith-Schuster,KAN,8,5,89,0,53,3.0,2022,38
Marquez Valdes-Scantling,KAN,7,4,48,0,24,3.0,2022,38
Clyde Edwards-Helaire,KAN,5,5,39,0,16,3.0,2022,38
Noah Gray,KAN,2,1,26,0,26,3.0,2022,38
Mecole Hardman,KAN,1,1,2,0,2,3.0,2022,38
Justin Watson,KAN,1,0,0,0,0,3.0,2022,38
Matt Ryan,IND,0,0,0,0,0,3.0,2022,38
Jonathan Taylor,IND,5,3,20,0,9,3.0,2022,38
Nyheim Hines,IND,6,5,23,0,8,3.0,2022,38
Michael Pittman Jr.,IND,9,8,72,0,26,3.0,2022,38
Alec Pierce,IND,5,3,61,0,30,3.0,2022,38
Jelani Woods,IND,3,2,13,2,12,3.0,2022,38
Parris Campbell,IND,2,2,10,0,8,3.0,2022,38
Mo Alie-Cox,IND,3,1,9,0,9,3.0,2022,38
Kylen Granson,IND,2,2,7,0,5,3.0,2022,38
Ashton Dulin,IND,1,1,7,0,7,3.0,2022,38
