Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Falcons,4.0,20.84,19.01,2.5,-1.35,-15.09,-12.65,-2.78,0.76,1.2,-4.25,3.66,1.29,-1.99,2.49,3.0,2022,44
Seahawks,-4.0,15.09,12.65,2.78,-0.76,-20.84,-19.01,-2.5,1.35,-1.2,-3.66,4.25,1.99,-1.29,-2.49,3.0,2022,44
