Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Trevor Lawrence,JAX,3,7,0,6,3.0,2022,43
James Robinson,JAX,17,100,1,50,3.0,2022,43
Travis Etienne,JAX,13,45,0,9,3.0,2022,43
Zay Jones,JAX,1,0,0,0,3.0,2022,43
Christian Kirk,JAX,0,0,0,0,3.0,2022,43
Marvin Jones,JAX,0,0,0,0,3.0,2022,43
Jamal Agnew,JAX,0,0,0,0,3.0,2022,43
Evan Engram,JAX,1,0,0,0,3.0,2022,43
Jamycal Hasty,JAX,0,0,0,0,3.0,2022,43
C.J. Beathard,JAX,1,-1,0,-1,3.0,2022,43
Justin Herbert,LAC,1,7,0,7,3.0,2022,43
Sony Michel,LAC,5,22,0,8,3.0,2022,43
Austin Ekeler,LAC,4,5,0,3,3.0,2022,43
Josh Palmer,LAC,0,0,0,0,3.0,2022,43
Jalen Guyton,LAC,0,0,0,0,3.0,2022,43
Gerald Everett,LAC,0,0,0,0,3.0,2022,43
Mike Williams,LAC,0,0,0,0,3.0,2022,43
Zander Horvath,LAC,0,0,0,0,3.0,2022,43
Joshua Kelley,LAC,1,-3,0,-3,3.0,2022,43
DeAndre Carter,LAC,1,-5,0,-5,3.0,2022,43
