Unnamed: 0,JAX,LAC,week,year,game_id
First Downs,25,16,3.0,2022,43
Rush-Yds-TDs,36-151-1,12-26-0,3.0,2022,43
Cmp-Att-Yd-TD-INT,28-39-262-3-0,25-45-297-1-1,3.0,2022,43
Sacked-Yards,0-0,1-11,3.0,2022,43
Net Pass Yards,262,286,3.0,2022,43
Total Yards,413,312,3.0,2022,43
Fumbles-Lost,0-0,1-1,3.0,2022,43
Turnovers,0,2,3.0,2022,43
Penalties-Yards,2-10,7-54,3.0,2022,43
Third Down Conv.,8-15,5-13,3.0,2022,43
Fourth Down Conv.,2-3,0-2,3.0,2022,43
Time of Possession,38:27,21:33,3.0,2022,43
