Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Miles Sanders,PHI,15,46,0,2.0,29,1.9,17,1.1,1,15.0,3.0,2022,42
Jalen Hurts,PHI,9,20,0,1.0,13,1.4,7,0.8,0,,3.0,2022,42
Kenneth Gainwell,PHI,3,6,0,,2,0.7,4,1.3,0,,3.0,2022,42
Boston Scott,PHI,2,0,0,,-1,-0.5,1,0.5,0,,3.0,2022,42
Zach Pascal,PHI,1,0,0,0.0,0,0.0,0,0.0,0,,3.0,2022,42
Antonio Gibson,WAS,12,38,1,3.0,9,0.8,29,2.4,1,12.0,3.0,2022,42
J.D. McKissic,WAS,3,8,0,0.0,5,1.7,3,1.0,0,,3.0,2022,42
Curtis Samuel,WAS,3,13,0,1.0,-2,-0.7,15,5.0,1,3.0,3.0,2022,42
Carson Wentz,WAS,3,22,0,0.0,13,4.3,9,3.0,1,3.0,3.0,2022,42
Jonathan Williams,WAS,1,6,0,1.0,1,1.0,5,5.0,0,,3.0,2022,42
