Player,Pos,home_team,team,week,year,game_id
Tom Brady,QB,1,Buccaneers,3.0,2022,46
Leonard Fournette,RB,1,Buccaneers,3.0,2022,46
Breshad Perriman,WR,1,Buccaneers,3.0,2022,46
Scott Miller,WR,1,Buccaneers,3.0,2022,46
Russell Gage,WR,1,Buccaneers,3.0,2022,46
Ko Kieft,TE,1,Buccaneers,3.0,2022,46
Robert Hainsey,OL,1,Buccaneers,3.0,2022,46
Brandon Walton,T,1,Buccaneers,3.0,2022,46
Tristan Wirfs,T,1,Buccaneers,3.0,2022,46
Luke Goedeke,G,1,Buccaneers,3.0,2022,46
Shaq Mason,G,1,Buccaneers,3.0,2022,46
William Gholston,DL,1,Buccaneers,3.0,2022,46
Rakeem Nunez-Roches,DL,1,Buccaneers,3.0,2022,46
Vita Vea,DL,1,Buccaneers,3.0,2022,46
Shaquil Barrett,OLB,1,Buccaneers,3.0,2022,46
Joe Tryon-Shoyinka,OLB,1,Buccaneers,3.0,2022,46
Lavonte David,LB,1,Buccaneers,3.0,2022,46
Devin White,LB,1,Buccaneers,3.0,2022,46
Jamel Dean,CB,1,Buccaneers,3.0,2022,46
Carlton Davis,CB,1,Buccaneers,3.0,2022,46
Mike Edwards,S,1,Buccaneers,3.0,2022,46
Antoine Winfield Jr.,S,1,Buccaneers,3.0,2022,46
