Player,Pos,home_team,team,week,year,game_id
Daniel Jones,QB,1,Giants,3.0,2022,48
Saquon Barkley,RB,1,Giants,3.0,2022,48
David Sills,WR,1,Giants,3.0,2022,48
Sterling Shepard,WR,1,Giants,3.0,2022,48
Richie James,WR,1,Giants,3.0,2022,48
Daniel Bellinger,TE,1,Giants,3.0,2022,48
Jon Feliciano,OL,1,Giants,3.0,2022,48
Mark Glowinski,OL,1,Giants,3.0,2022,48
Evan Neal,T,1,Giants,3.0,2022,48
Andrew Thomas,T,1,Giants,3.0,2022,48
Ben Bredeson,G,1,Giants,3.0,2022,48
Justin Ellis,DL,1,Giants,3.0,2022,48
Dexter Lawrence,DL,1,Giants,3.0,2022,48
Nick Williams,DL,1,Giants,3.0,2022,48
Azeez Ojulari,OLB,1,Giants,3.0,2022,48
Kayvon Thibodeaux,OLB,1,Giants,3.0,2022,48
Tae Crowder,LB,1,Giants,3.0,2022,48
Austin Calitro,LB,1,Giants,3.0,2022,48
Adoree' Jackson,CB,1,Giants,3.0,2022,48
Cordale Flott,DB,1,Giants,3.0,2022,48
Julian Love,S,1,Giants,3.0,2022,48
Xavier McKinney,S,1,Giants,3.0,2022,48
