Player,Pos,home_team,team,week,year,game_id
Jacoby Brissett,QB,1,Browns,3.0,2022,33
Nick Chubb,RB,1,Browns,3.0,2022,33
Amari Cooper,WR,1,Browns,3.0,2022,33
Donovan Peoples-Jones,WR,1,Browns,3.0,2022,33
David Njoku,TE,1,Browns,3.0,2022,33
Jack Conklin,T,1,Browns,3.0,2022,33
Jedrick Wills Jr.,T,1,Browns,3.0,2022,33
Joel Bitonio,G,1,Browns,3.0,2022,33
Michael Dunn,G,1,Browns,3.0,2022,33
Wyatt Teller,G,1,Browns,3.0,2022,33
Ethan Pocic,C,1,Browns,3.0,2022,33
Alex Wright,DE,1,Browns,3.0,2022,33
Myles Garrett,DE,1,Browns,3.0,2022,33
Jordan Elliott,DT,1,Browns,3.0,2022,33
Taven Bryan,DT,1,Browns,3.0,2022,33
Jeremiah Owusu-Koramoah,LB,1,Browns,3.0,2022,33
Sione Takitaki,LB,1,Browns,3.0,2022,33
Anthony Walker,LB,1,Browns,3.0,2022,33
Greg Newsome II,CB,1,Browns,3.0,2022,33
Denzel Ward,CB,1,Browns,3.0,2022,33
John Johnson,S,1,Browns,3.0,2022,33
Grant Delpit,S,1,Browns,3.0,2022,33
