Player,Pos,home_team,team,week,year,game_id
Mac Jones,QB,1,Patriots,3.0,2022,40
Damien Harris,RB,1,Patriots,3.0,2022,40
Nelson Agholor,WR,1,Patriots,3.0,2022,40
Kendrick Bourne,WR,1,Patriots,3.0,2022,40
DeVante Parker,WR,1,Patriots,3.0,2022,40
Hunter Henry,TE,1,Patriots,3.0,2022,40
Isaiah Wynn,OL,1,Patriots,3.0,2022,40
Trent Brown,OL,1,Patriots,3.0,2022,40
Cole Strange,OL,1,Patriots,3.0,2022,40
Michael Onwenu,OL,1,Patriots,3.0,2022,40
David Andrews,C,1,Patriots,3.0,2022,40
Deatrich Wise Jr.,DL,1,Patriots,3.0,2022,40
Lawrence Guy,DT,1,Patriots,3.0,2022,40
Davon Godchaux,DT,1,Patriots,3.0,2022,40
Mack Wilson,OLB,1,Patriots,3.0,2022,40
Matt Judon,LB,1,Patriots,3.0,2022,40
Ja'Whaun Bentley,LB,1,Patriots,3.0,2022,40
Jalen Mills,CB,1,Patriots,3.0,2022,40
Devin McCourty,DB,1,Patriots,3.0,2022,40
Jonathan Jones,DB,1,Patriots,3.0,2022,40
Jabrill Peppers,DB,1,Patriots,3.0,2022,40
Adrian Phillips,DB,1,Patriots,3.0,2022,40
