Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Burrow,CIN,0,0,0,0,0,3.0,2022,37
Samaje Perine,CIN,2,2,14,1,12,3.0,2022,37
Joe Mixon,CIN,7,3,14,0,7,3.0,2022,37
Tyler Boyd,CIN,5,4,105,1,56,3.0,2022,37
Tee Higgins,CIN,7,5,93,0,45,3.0,2022,37
Mitchell Wilcox,CIN,1,1,9,0,9,3.0,2022,37
Hayden Hurst,CIN,2,1,7,0,7,3.0,2022,37
Chris Evans,CIN,1,1,4,0,4,3.0,2022,37
Ja'Marr Chase,CIN,10,6,29,1,10,3.0,2022,37
Joe Flacco,NYJ,0,0,0,0,0,3.0,2022,37
Breece Hall,NYJ,11,6,53,0,18,3.0,2022,37
Michael Carter,NYJ,2,1,7,0,7,3.0,2022,37
Tyler Conklin,NYJ,8,8,84,0,21,3.0,2022,37
Garrett Wilson,NYJ,11,6,60,0,23,3.0,2022,37
Elijah Moore,NYJ,9,4,49,0,18,3.0,2022,37
Corey Davis,NYJ,5,2,27,0,22,3.0,2022,37
C.J. Uzomah,NYJ,1,1,5,0,5,3.0,2022,37
Braxton Berrios,NYJ,1,0,0,0,0,3.0,2022,37
