0,1,week,year,game_id
Won Toss,Dolphins (deferred),3.0,2022,34
Roof,outdoors,3.0,2022,34
Surface,grass,3.0,2022,34
Duration,3:11,3.0,2022,34
Attendance,66206,3.0,2022,34
Weather,"89 degrees, relative humidity 63%, wind 5 mph",3.0,2022,34
Vegas Line,Buffalo Bills -4.5,3.0,2022,34
Over/Under,53.0 (under),3.0,2022,34
