Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
A.J. Cann,G,59,100%,0,0%,4,14%,0,Texans,3.0,2022,36
Laremy Tunsil,T,59,100%,0,0%,4,14%,0,Texans,3.0,2022,36
Kenyon Green,G,59,100%,0,0%,3,10%,0,Texans,3.0,2022,36
Davis Mills,QB,59,100%,0,0%,0,0%,0,Texans,3.0,2022,36
Scott Quessenberry,C,58,98%,0,0%,0,0%,0,Texans,3.0,2022,36
Tytus Howard,T,57,97%,0,0%,4,14%,0,Texans,3.0,2022,36
Brandin Cooks,WR,51,86%,0,0%,0,0%,0,Texans,3.0,2022,36
Pharaoh Brown,TE,48,81%,0,0%,4,14%,0,Texans,3.0,2022,36
Nico Collins,WR,40,68%,0,0%,0,0%,0,Texans,3.0,2022,36
Dameon Pierce,RB,35,59%,0,0%,0,0%,0,Texans,3.0,2022,36
Chris Moore,WR,31,53%,0,0%,3,10%,0,Texans,3.0,2022,36
Rex Burkhead,RB,24,41%,0,0%,0,0%,0,Texans,3.0,2022,36
O.J. Howard,TE,18,31%,0,0%,0,0%,0,Texans,3.0,2022,36
Troy Hairston,FB,17,29%,0,0%,14,48%,0,Texans,3.0,2022,36
Jordan Akins,TE,17,29%,0,0%,5,17%,0,Texans,3.0,2022,36
Phillip Dorsett,WR,13,22%,0,0%,0,0%,0,Texans,3.0,2022,36
Charlie Heck,T,3,5%,0,0%,4,14%,0,Texans,3.0,2022,36
Jimmy Morrissey,C,1,2%,0,0%,1,3%,0,Texans,3.0,2022,36
Jonathan Owens,FS,0,0%,63,100%,3,10%,0,Texans,3.0,2022,36
Jalen Pitre,DB,0,0%,63,100%,1,3%,0,Texans,3.0,2022,36
Steven Nelson,CB,0,0%,63,100%,0,0%,0,Texans,3.0,2022,36
Derek Stingley Jr.,DB,0,0%,63,100%,0,0%,0,Texans,3.0,2022,36
Christian Kirksey,LB,0,0%,63,100%,0,0%,0,Texans,3.0,2022,36
Kamu Grugier-Hill,LB,0,0%,55,87%,0,0%,0,Texans,3.0,2022,36
Jerry Hughes,DE,0,0%,45,71%,0,0%,0,Texans,3.0,2022,36
Maliek Collins,DT,0,0%,43,68%,1,3%,0,Texans,3.0,2022,36
Desmond King,CB,0,0%,37,59%,8,28%,0,Texans,3.0,2022,36
Rasheem Green,DE,0,0%,36,57%,5,17%,0,Texans,3.0,2022,36
Jonathan Greenard,DE,0,0%,36,57%,0,0%,0,Texans,3.0,2022,36
Roy Lopez,DT,0,0%,30,48%,9,31%,0,Texans,3.0,2022,36
Michael Dwumfour,DT,0,0%,22,35%,5,17%,0,Texans,3.0,2022,36
Thomas Booker,DT,0,0%,18,29%,4,14%,0,Texans,3.0,2022,36
Ogbonnia Okoronkwo,DE,0,0%,18,29%,1,3%,0,Texans,3.0,2022,36
Blake Cashman,LB,0,0%,15,24%,21,72%,0,Texans,3.0,2022,36
Garret Wallow,LB,0,0%,14,22%,19,66%,0,Texans,3.0,2022,36
Jalen Reeves-Maybin,LB,0,0%,8,13%,25,86%,0,Texans,3.0,2022,36
Demone Harris,DE,0,0%,1,2%,0,0%,0,Texans,3.0,2022,36
Tremon Smith,CB,0,0%,0,0%,25,86%,0,Texans,3.0,2022,36
Eric Murray,FS,0,0%,0,0%,25,86%,0,Texans,3.0,2022,36
M.J. Stewart,SS,0,0%,0,0%,25,86%,0,Texans,3.0,2022,36
Grayland Arnold,DB,0,0%,0,0%,22,76%,0,Texans,3.0,2022,36
Neville Hewitt,LB,0,0%,0,0%,21,72%,0,Texans,3.0,2022,36
Dare Ogunbowale,RB,0,0%,0,0%,20,69%,0,Texans,3.0,2022,36
Cameron Johnston,P,0,0%,0,0%,10,34%,0,Texans,3.0,2022,36
Jon Weeks,LS,0,0%,0,0%,10,34%,0,Texans,3.0,2022,36
Ka'imi Fairbairn,K,0,0%,0,0%,9,31%,0,Texans,3.0,2022,36
Justin McCray,C,0,0%,0,0%,4,14%,0,Texans,3.0,2022,36
