Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
James Bradberry,PHI,0,12,6,50.0%,37.0,6.2,3.1,0.0,56.6,6.2,12.0,25.0,0,0,0,0.0,0,5,1,16.7%,3.0,2022,42
Kyzir White,PHI,0,10,6,60.0%,33.0,5.5,3.3,0.0,65.8,4.0,21.0,12.0,2,0,0,0.0,0,9,1,10.0%,3.0,2022,42
Avonte Maddox,PHI,0,5,4,80.0%,31.0,7.8,6.2,0.0,92.5,4.4,21.0,10.0,1,0,0,0.0,0,5,0,0.0%,3.0,2022,42
T.J. Edwards,PHI,0,4,2,50.0%,7.0,3.5,1.8,0.0,56.2,2.3,6.0,1.0,6,2,1,1.0,4,10,0,0.0%,3.0,2022,42
Darius Slay,PHI,0,5,2,40.0%,18.0,9.0,3.6,0.0,50.4,13.8,12.0,6.0,0,0,0,0.0,0,1,0,0.0%,3.0,2022,42
C.J. Gardner-Johnson,PHI,0,2,2,100.0%,49.0,24.5,24.5,0.0,118.7,22.5,45.0,4.0,0,0,0,0.0,0,5,0,0.0%,3.0,2022,42
Zech McPhearson,PHI,0,2,2,100.0%,31.0,15.5,15.5,0.0,118.7,15.5,31.0,0.0,0,0,0,0.0,0,3,0,0.0%,3.0,2022,42
Marcus Epps,PHI,0,2,1,50.0%,5.0,5.0,2.5,0.0,56.2,21.0,2.0,3.0,1,1,0,0.0,1,5,1,16.7%,3.0,2022,42
Brandon Graham,PHI,0,0,0,,,,,,,,,,0,0,2,2.5,5,6,0,0.0%,3.0,2022,42
Josh Sweat,PHI,0,0,0,,,,,,,,,,1,1,1,1.5,4,3,1,25.0%,3.0,2022,42
Haason Reddick,PHI,0,0,0,,,,,,,,,,3,1,1,1.5,4,4,0,0.0%,3.0,2022,42
Fletcher Cox,PHI,0,0,0,,,,,,,,,,0,0,0,1.5,2,3,0,0.0%,3.0,2022,42
Javon Hargrave,PHI,0,0,0,,,,,,,,,,0,1,0,1.0,2,2,0,0.0%,3.0,2022,42
Patrick Johnson,PHI,0,0,0,,,,,,,,,,0,0,2,0.0,2,0,0,,3.0,2022,42
Jordan Davis,PHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,3.0,2022,42
Kendall Fuller,WAS,0,10,7,70.0%,135.0,19.3,13.5,1.0,145.8,17.3,100.0,35.0,0,0,0,0.0,0,6,0,0.0%,3.0,2022,42
Rachad Wildgoose,WAS,0,4,4,100.0%,31.0,7.8,7.8,0.0,99.0,3.3,13.0,18.0,2,0,0,0.0,0,2,1,33.3%,3.0,2022,42
Benjamin St-Juste,WAS,0,9,3,33.3%,67.0,22.3,7.4,1.0,97.9,17.7,48.0,19.0,0,0,0,0.0,0,3,0,0.0%,3.0,2022,42
Cole Holcomb,WAS,0,4,2,50.0%,19.0,9.5,4.8,0.0,63.5,1.5,3.0,16.0,4,0,1,0.0,1,9,2,18.2%,3.0,2022,42
Darrick Forrest,WAS,0,2,2,100.0%,38.0,19.0,19.0,0.0,118.7,8.5,17.0,21.0,1,0,0,0.0,0,4,1,20.0%,3.0,2022,42
Jamin Davis,WAS,0,1,1,100.0%,23.0,23.0,23.0,1.0,158.3,-5.0,-5.0,28.0,4,0,0,2.0,2,6,0,0.0%,3.0,2022,42
J.D. McKissic,WAS,0,2,1,50.0%,13.0,13.0,6.5,0.0,70.8,3.5,7.0,6.0,0,0,0,0.0,0,0,0,,3.0,2022,42
Christian Holmes,WAS,0,1,1,100.0%,10.0,10.0,10.0,0.0,108.3,6.0,6.0,4.0,0,0,0,0.0,0,1,0,0.0%,3.0,2022,42
Kamren Curl,WAS,0,1,1,100.0%,4.0,4.0,4.0,0.0,83.3,2.0,2.0,2.0,0,0,0,0.0,0,8,2,20.0%,3.0,2022,42
Daron Payne,WAS,0,0,0,,,,,,,,,,0,2,1,0.0,3,3,0,0.0%,3.0,2022,42
Efe Obada,WAS,0,0,0,,,,,,,,,,0,0,1,1.0,2,3,0,0.0%,3.0,2022,42
Jonathan Allen,WAS,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,3.0,2022,42
Bobby McCain,WAS,0,1,0,0.0%,,,0.0,,39.6,9.0,,,1,0,0,0.0,0,2,1,33.3%,3.0,2022,42
