Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Dolphins,2.0,26.53,32.25,-5.39,-8.46,-18.83,-5.66,-13.83,0.0,-3.22,-4.27,4.27,0.11,-0.83,-2.5,1.0,2023,12
Chargers,-2.0,18.83,5.66,13.83,0.0,-26.53,-32.25,5.39,8.46,3.22,-4.27,4.27,0.83,-0.11,2.5,1.0,2023,12
