Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Texans,-16.0,-15.24,-9.98,-4.6,-4.85,0.55,0.44,-1.55,7.75,0.49,-0.84,3.05,1.85,-3.82,0.25,1.0,2023,6
Ravens,16.0,-0.55,-0.44,1.55,-7.75,15.24,9.98,4.6,4.85,-0.49,-3.05,0.84,3.82,-1.85,-0.25,1.0,2023,6
