Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jimmy Garoppolo,LVR,0,0,0,0,0,1.0,2023,11
Josh Jacobs,LVR,3,2,23,0,19,1.0,2023,11
Zamir White,LVR,1,1,5,0,5,1.0,2023,11
Jakobi Meyers,LVR,10,9,81,2,21,1.0,2023,11
Davante Adams,LVR,9,6,66,0,18,1.0,2023,11
Austin Hooper,LVR,1,1,20,0,20,1.0,2023,11
DeAndre Carter,LVR,1,1,5,0,5,1.0,2023,11
Ameer Abdullah,LVR,1,0,0,0,0,1.0,2023,11
Russell Wilson,DEN,0,0,0,0,0,1.0,2023,11
Javonte Williams,DEN,6,4,5,0,7,1.0,2023,11
Samaje Perine,DEN,4,4,37,0,20,1.0,2023,11
Adam Trautman,DEN,5,5,34,0,15,1.0,2023,11
Courtland Sutton,DEN,5,4,32,1,15,1.0,2023,11
Brandon Johnson,DEN,3,2,31,0,21,1.0,2023,11
Greg Dulcich,DEN,2,2,22,0,13,1.0,2023,11
Lil'Jordan Humphrey,DEN,2,2,11,1,6,1.0,2023,11
Marvin Mims,DEN,2,2,9,0,5,1.0,2023,11
Michael Burton,DEN,1,1,3,0,3,1.0,2023,11
Phillip Dorsett,DEN,1,0,0,0,0,1.0,2023,11
Jaleel McLaughlin,DEN,1,1,-7,0,-7,1.0,2023,11
