Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Joshua Dobbs,ARI,3,-3,0,1,1.0,2023,5
James Conner,ARI,14,62,0,12,1.0,2023,5
Marquise Brown,ARI,1,29,0,29,1.0,2023,5
Rondale Moore,ARI,2,12,0,8,1.0,2023,5
Trey McBride,ARI,0,0,0,0,1.0,2023,5
Zach Ertz,ARI,0,0,0,0,1.0,2023,5
Michael Wilson,ARI,0,0,0,0,1.0,2023,5
Zach Pascal,ARI,0,0,0,0,1.0,2023,5
Keaontay Ingram,ARI,5,-4,0,6,1.0,2023,5
Sam Howell,WAS,2,11,1,6,1.0,2023,5
Brian Robinson Jr.,WAS,19,59,0,7,1.0,2023,5
Antonio Gibson,WAS,3,9,0,3,1.0,2023,5
Chris Rodriguez,WAS,3,7,0,3,1.0,2023,5
Curtis Samuel,WAS,1,6,0,6,1.0,2023,5
Logan Thomas,WAS,0,0,0,0,1.0,2023,5
Jahan Dotson,WAS,0,0,0,0,1.0,2023,5
Terry McLaurin,WAS,0,0,0,0,1.0,2023,5
Cole Turner,WAS,0,0,0,0,1.0,2023,5
