Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST,home_team,team,week,year,game_id
Player,Pos,Num,Pct,Num,Pct,Num,Pct,,,,,
Braxton Jones,T,74,100%,0,0%,2,7%,1,Bears,1.0,2023,10
Darnell Wright,T,74,100%,0,0%,2,7%,1,Bears,1.0,2023,10
Cody Whitehair,G,74,100%,0,0%,2,7%,1,Bears,1.0,2023,10
Lucas Patrick,C,74,100%,0,0%,2,7%,1,Bears,1.0,2023,10
Nate Davis,G,74,100%,0,0%,0,0%,1,Bears,1.0,2023,10
Justin Fields,QB,74,100%,0,0%,0,0%,1,Bears,1.0,2023,10
Cole Kmet,TE,72,97%,0,0%,2,7%,1,Bears,1.0,2023,10
D.J. Moore,WR,68,92%,0,0%,0,0%,1,Bears,1.0,2023,10
Darnell Mooney,WR,62,84%,0,0%,0,0%,1,Bears,1.0,2023,10
Chase Claypool,WR,58,78%,0,0%,0,0%,1,Bears,1.0,2023,10
Roschon Johnson,RB,29,39%,0,0%,13,46%,1,Bears,1.0,2023,10
Khalil Herbert,RB,27,36%,0,0%,0,0%,1,Bears,1.0,2023,10
D'Onta Foreman,RB,21,28%,0,0%,0,0%,1,Bears,1.0,2023,10
Tyler Scott,WR,13,18%,0,0%,11,39%,1,Bears,1.0,2023,10
Khari Blasingame,FB,7,9%,0,0%,16,57%,1,Bears,1.0,2023,10
Marcedes Lewis,TE,5,7%,0,0%,2,7%,1,Bears,1.0,2023,10
Trent Taylor,WR,4,5%,0,0%,5,18%,1,Bears,1.0,2023,10
Robert Tonyan,TE,4,5%,0,0%,4,14%,1,Bears,1.0,2023,10
Tyrique Stevenson,CB,0,0%,60,100%,12,43%,1,Bears,1.0,2023,10
Tremaine Edmunds,LB,0,0%,60,100%,1,4%,1,Bears,1.0,2023,10
Jaylon Johnson,CB,0,0%,60,100%,1,4%,1,Bears,1.0,2023,10
Eddie Jackson,FS,0,0%,60,100%,0,0%,1,Bears,1.0,2023,10
T.J. Edwards,LB,0,0%,59,98%,11,39%,1,Bears,1.0,2023,10
Jaquan Brisker,SS,0,0%,57,95%,6,21%,1,Bears,1.0,2023,10
DeMarcus Walker,DE,0,0%,47,78%,0,0%,1,Bears,1.0,2023,10
Yannick Ngakoue,DE,0,0%,41,68%,1,4%,1,Bears,1.0,2023,10
Justin Jones,DT,0,0%,39,65%,5,18%,1,Bears,1.0,2023,10
Andrew Billings,DT,0,0%,33,55%,7,25%,1,Bears,1.0,2023,10
Kyler Gordon,CB,0,0%,27,45%,3,11%,1,Bears,1.0,2023,10
Rasheem Green,DE,0,0%,25,42%,6,21%,1,Bears,1.0,2023,10
Dominique Robinson,DE,0,0%,23,38%,13,46%,1,Bears,1.0,2023,10
Gervon Dexter,DT,0,0%,23,38%,2,7%,1,Bears,1.0,2023,10
Jack Sanborn,LB,0,0%,19,32%,25,89%,1,Bears,1.0,2023,10
Zacch Pickens,DT,0,0%,12,20%,0,0%,1,Bears,1.0,2023,10
Josh Blackwell,CB,0,0%,10,17%,24,86%,1,Bears,1.0,2023,10
Elijah Hicks,FS,0,0%,3,5%,21,75%,1,Bears,1.0,2023,10
Jaylon Jones,CB,0,0%,2,3%,20,71%,1,Bears,1.0,2023,10
Noah Sewell,LB,0,0%,0,0%,25,89%,1,Bears,1.0,2023,10
DeMarquis Gates,LB,0,0%,0,0%,19,68%,1,Bears,1.0,2023,10
Travis Homer,RB,0,0%,0,0%,19,68%,1,Bears,1.0,2023,10
Cairo Santos,K,0,0%,0,0%,7,25%,1,Bears,1.0,2023,10
Patrick Scales,LS,0,0%,0,0%,6,21%,1,Bears,1.0,2023,10
Trenton Gill,P,0,0%,0,0%,6,21%,1,Bears,1.0,2023,10
Terell Smith,CB,0,0%,0,0%,3,11%,1,Bears,1.0,2023,10
Larry Borom,T,0,0%,0,0%,2,7%,1,Bears,1.0,2023,10
Dan Feeney,C,0,0%,0,0%,2,7%,1,Bears,1.0,2023,10
