Quarter,Time,Down,ToGo,Location,PHI,WAS,Detail,EPB,EPA,week,year,game_id
2.0,14:20,1.0,10.0,PHI 25,3.0,7.0,Sam Howell pass complete short left to Antonio Gibson for 10 yards (tackle by Nakobe Dean),3.91,4.58,8.0,2023,116
2.0,13:47,1.0,10.0,PHI 15,3.0,7.0,"Brian Robinson left end for no gain. Penalty on Logan Thomas: Low Block, 15 yards (accepted) (no play)",4.58,3.58,8.0,2023,116
2.0,13:24,1.0,25.0,PHI 30,3.0,7.0,Sam Howell pass complete short middle to Curtis Samuel for 9 yards (tackle by Sydney Brown),3.58,3.21,8.0,2023,116
2.0,12:44,2.0,16.0,PHI 21,3.0,13.0,"Sam Howell pass complete deep right to Jahan Dotson for 21 yards, touchdown",3.21,7.0,8.0,2023,116
2.0,12:40,,,PHI 15,3.0,14.0,Joey Slye kicks extra point good,0.0,0.0,8.0,2023,116
2.0,12:40,,,WAS 35,3.0,14.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,116
2.0,12:40,1.0,10.0,PHI 25,3.0,14.0,Jalen Hurts pass incomplete short middle intended for Julio Jones (defended by Benjamin St-Juste),0.61,0.06,8.0,2023,116
2.0,12:36,2.0,10.0,PHI 25,3.0,14.0,Jalen Hurts pass complete short middle to Dallas Goedert for 6 yards (tackle by David Mayo and Jamin Davis),0.06,0.17,8.0,2023,116
2.0,11:58,3.0,4.0,PHI 31,3.0,14.0,Jalen Hurts pass complete deep right to A.J. Brown for 24 yards (tackle by Percy Butler),0.17,2.59,8.0,2023,116
2.0,11:19,1.0,10.0,WAS 45,3.0,14.0,Jalen Hurts pass complete short right to Dallas Goedert for 10 yards (tackle by Benjamin St-Juste and Montez Sweat),2.59,3.25,8.0,2023,116
2.0,10:46,1.0,10.0,WAS 35,3.0,14.0,Kenneth Gainwell left end for no gain (tackle by Khaleke Hudson and David Mayo),3.25,2.7,8.0,2023,116
2.0,10:06,2.0,10.0,WAS 35,3.0,14.0,Jalen Hurts pass complete short left to A.J. Brown for 13 yards (tackle by Benjamin St-Juste),2.7,4.11,8.0,2023,116
2.0,9:19,1.0,10.0,WAS 22,3.0,14.0,Jalen Hurts sacked by Montez Sweat for -3 yards,4.11,3.16,8.0,2023,116
2.0,8:35,2.0,13.0,WAS 25,3.0,14.0,Jalen Hurts pass complete short right to Kenneth Gainwell for 2 yards (tackle by Kendall Fuller),3.16,2.74,8.0,2023,116
2.0,7:49,3.0,11.0,WAS 23,3.0,14.0,Jalen Hurts pass complete short right to A.J. Brown for 20 yards (tackle by Emmanuel Forbes),2.74,6.51,8.0,2023,116
2.0,7:01,1.0,3.0,WAS 3,3.0,14.0,"Kenneth Gainwell left end for -4 yards. Kenneth Gainwell fumbles (forced by Kamren Curl), recovered by Phidarian Mathis at WAS-7",6.51,0.38,8.0,2023,116
2.0,6:48,1.0,10.0,WAS 7,3.0,14.0,Sam Howell pass complete short middle to Logan Thomas for 5 yards (tackle by Nakobe Dean and Zach Cunningham),-0.38,-0.42,8.0,2023,116
2.0,6:09,2.0,5.0,WAS 12,3.0,14.0,Sam Howell pass complete short middle to Jamison Crowder for 18 yards (tackle by Nolan Smith),-0.42,0.94,8.0,2023,116
2.0,5:30,1.0,10.0,WAS 30,3.0,14.0,Brian Robinson left end for 4 yards (tackle by Nolan Smith and Nakobe Dean),0.94,0.93,8.0,2023,116
2.0,4:47,2.0,6.0,WAS 34,3.0,14.0,Sam Howell pass complete short right to Antonio Gibson for -1 yards (tackle by Nakobe Dean),0.93,0.1,8.0,2023,116
2.0,4:03,3.0,7.0,WAS 33,3.0,14.0,Sam Howell pass complete short right to Jahan Dotson for 23 yards (tackle by Reed Blankenship),0.1,2.65,8.0,2023,116
2.0,3:21,1.0,10.0,PHI 44,3.0,14.0,Sam Howell pass complete short right to Alex Armah for no gain (tackle by Darius Slay),2.65,2.11,8.0,2023,116
2.0,2:43,2.0,10.0,PHI 44,3.0,14.0,Brian Robinson right tackle for 4 yards (tackle by Marlon Tuipulotu and Sydney Brown),2.11,1.95,8.0,2023,116
2.0,2:00,3.0,6.0,PHI 40,3.0,14.0,Sam Howell pass complete short middle to Logan Thomas for 5 yards (tackle by Nakobe Dean),1.95,1.0,8.0,2023,116
2.0,1:51,,,,,,Timeout #2 by Philadelphia Eagles,,,8.0,2023,116
2.0,1:51,4.0,1.0,PHI 35,3.0,14.0,Sam Howell pass incomplete short left intended for Terry McLaurin (defended by James Bradberry),1.0,-1.27,8.0,2023,116
2.0,1:48,1.0,10.0,PHI 35,3.0,14.0,Jalen Hurts pass complete short left to Olamide Zaccheaus for 5 yards (tackle by Danny Johnson),1.27,1.4,8.0,2023,116
2.0,1:42,,,,,,Timeout #3 by Philadelphia Eagles,,,8.0,2023,116
2.0,1:42,2.0,5.0,PHI 40,3.0,14.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 3 yards (tackle by Benjamin St-Juste),1.4,1.09,8.0,2023,116
2.0,1:38,3.0,2.0,PHI 43,3.0,14.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 6 yards (tackle by David Mayo),1.09,2.19,8.0,2023,116
2.0,1:33,1.0,10.0,PHI 49,3.0,14.0,Jalen Hurts pass complete short left to Kenneth Gainwell for 2 yards (tackle by Jamin Davis),2.19,1.92,8.0,2023,116
2.0,1:26,2.0,8.0,WAS 49,3.0,14.0,Jalen Hurts pass complete short right to DeVonta Smith for 15 yards (tackle by Kendall Fuller and Percy Butler),1.92,3.31,8.0,2023,116
2.0,0:55,1.0,10.0,WAS 34,3.0,14.0,Jalen Hurts pass complete short middle to DeVonta Smith for 18 yards (tackle by David Mayo),3.31,4.51,8.0,2023,116
2.0,0:39,1.0,10.0,WAS 16,9.0,14.0,"Jalen Hurts pass complete deep left to A.J. Brown for 16 yards, touchdown",4.51,7.0,8.0,2023,116
2.0,0:34,,,WAS 15,10.0,14.0,Jake Elliott kicks extra point good,0.0,0.0,8.0,2023,116
2.0,0:34,,,PHI 35,10.0,14.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,116
2.0,0:34,1.0,10.0,WAS 25,10.0,14.0,Sam Howell pass complete short right to Antonio Gibson for 2 yards (tackle by Sydney Brown),0.61,0.33,8.0,2023,116
2.0,0:28,2.0,8.0,WAS 27,10.0,14.0,Sam Howell pass complete short middle to Jamison Crowder for 8 yards (tackle by Zach Cunningham),0.33,1.27,8.0,2023,116
2.0,0:18,,,,,,Timeout #1 by Washington Commanders,,,8.0,2023,116
2.0,0:18,1.0,10.0,WAS 35,10.0,14.0,Sam Howell pass complete short middle to Jahan Dotson for 13 yards (tackle by Nakobe Dean),1.27,2.13,8.0,2023,116
2.0,0:13,,,,,,Timeout #2 by Washington Commanders,,,8.0,2023,116
2.0,0:13,1.0,10.0,WAS 48,10.0,14.0,Sam Howell pass complete short right to Jahan Dotson for 14 yards (tackle by Reed Blankenship),2.13,3.05,8.0,2023,116
2.0,0:06,,,,,,Timeout #3 by Washington Commanders,,,8.0,2023,116
2.0,0:06,1.0,10.0,PHI 38,10.0,14.0,"Penalty on Chris Paul: False Start, 5 yards (accepted) (no play)",3.05,2.72,8.0,2023,116
2.0,0:06,1.0,15.0,PHI 43,10.0,17.0,Joey Slye 61 yard field goal good,2.72,3.0,8.0,2023,116
2.0,0:01,,,WAS 35,10.0,17.0,"Joey Slye kicks onside 18 yards, returned by Sydney Brown for no gain",0.0,1.27,8.0,2023,116
3.0,15:00,,,WAS 35,10.0,17.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,116
3.0,15:00,1.0,10.0,PHI 25,10.0,17.0,"Penalty on Daron Payne: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.61,1.34,8.0,2023,116
3.0,15:00,1.0,5.0,PHI 30,10.0,17.0,D'Andre Swift right guard for 9 yards (tackle by Kamren Curl and Percy Butler),1.34,1.53,8.0,2023,116
3.0,14:21,1.0,10.0,PHI 39,10.0,17.0,Jalen Hurts pass complete short right to DeVonta Smith for 1 yard (tackle by Kendall Fuller and Khaleke Hudson),1.53,1.12,8.0,2023,116
3.0,13:40,2.0,9.0,PHI 40,10.0,17.0,D'Andre Swift right tackle for 4 yards (tackle by Daron Payne),1.12,0.96,8.0,2023,116
3.0,13:04,3.0,5.0,PHI 44,10.0,17.0,Jalen Hurts pass complete short middle to Kenneth Gainwell for 17 yards (tackle by Jartavius Martin),0.96,2.98,8.0,2023,116
3.0,12:23,1.0,10.0,WAS 39,10.0,17.0,D'Andre Swift left tackle for 5 yards (tackle by Kamren Curl),2.98,3.12,8.0,2023,116
3.0,11:46,2.0,5.0,WAS 34,10.0,17.0,D'Andre Swift right end for 2 yards (tackle by David Mayo),3.12,2.68,8.0,2023,116
3.0,11:06,3.0,3.0,WAS 32,10.0,17.0,D'Andre Swift left end for no gain (tackle by David Mayo),2.68,1.29,8.0,2023,116
3.0,10:23,4.0,3.0,WAS 32,10.0,17.0,"Jalen Hurts pass incomplete intended for A.J. Brown. Penalty on Benjamin St-Juste: Illegal Use of Hands / Defense, 5 yards (declined) . Penalty on Benjamin St-Juste: Defensive Pass Interference, 31 yards (accepted) (no play)",1.29,6.97,8.0,2023,116
3.0,10:16,1.0,1.0,WAS 1,10.0,17.0,"Jalen Hurts up the middle for no gain. Jalen Hurts fumbles, recovered by Kendall Fuller at WAS-1",6.97,0.38,8.0,2023,116
3.0,10:09,1.0,10.0,WAS 1,10.0,17.0,Sam Howell pass incomplete short right intended for Logan Thomas (defended by Zach Cunningham),-0.38,-0.78,8.0,2023,116
3.0,10:06,2.0,10.0,WAS 1,10.0,17.0,Sam Howell pass complete deep right to Jahan Dotson for 18 yards (tackle by Kevin Byard),-0.78,0.15,8.0,2023,116
3.0,9:26,1.0,10.0,WAS 19,10.0,17.0,"Sam Howell pass incomplete short middle. Penalty on Sam Howell: Intentional Grounding, 10 yards (accepted)",0.15,-1.51,8.0,2023,116
3.0,9:20,2.0,20.0,WAS 9,10.0,17.0,Sam Howell pass complete short left to Jahan Dotson for 8 yards (tackle by Sydney Brown),-1.51,-1.42,8.0,2023,116
3.0,8:38,3.0,12.0,WAS 17,10.0,17.0,Sam Howell pass complete short middle to Logan Thomas for 3 yards (tackle by Fletcher Cox),-1.42,-2.03,8.0,2023,116
3.0,8:02,4.0,9.0,WAS 20,10.0,17.0,"Tress Way punts 56 yards, returned by Britain Covey for 25 yards (tackle by Jartavius Martin and Khaleke Hudson)",-2.03,-2.19,8.0,2023,116
3.0,7:47,1.0,10.0,PHI 49,10.0,17.0,Jalen Hurts sacked by Casey Toohill for -1 yards,2.19,1.51,8.0,2023,116
3.0,7:06,2.0,11.0,PHI 48,10.0,17.0,D'Andre Swift up the middle for 6 yards (tackle by Percy Butler),1.51,1.62,8.0,2023,116
3.0,6:24,3.0,5.0,WAS 46,10.0,17.0,Jalen Hurts pass complete short right to DeVonta Smith for 1 yard (tackle by Danny Johnson),1.62,0.27,8.0,2023,116
3.0,5:38,4.0,4.0,WAS 45,10.0,17.0,Jalen Hurts pass complete deep left to DeVonta Smith for 17 yards (tackle by Kendall Fuller),0.27,3.71,8.0,2023,116
3.0,5:07,1.0,10.0,WAS 28,10.0,17.0,Jalen Hurts pass incomplete short right,3.71,3.17,8.0,2023,116
3.0,5:05,2.0,10.0,WAS 28,10.0,17.0,D'Andre Swift up the middle for 3 yards (tackle by James Smith-Williams and David Mayo),3.17,2.87,8.0,2023,116
3.0,4:23,3.0,7.0,WAS 25,16.0,17.0,"Jalen Hurts pass complete deep left to A.J. Brown for 25 yards, touchdown. Penalty on Emmanuel Forbes: Illegal Contact, 5 yards (declined)",2.87,7.0,8.0,2023,116
3.0,4:17,,,WAS 15,17.0,17.0,Jake Elliott kicks extra point good,0.0,0.0,8.0,2023,116
3.0,4:17,,,PHI 35,17.0,17.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,116
3.0,4:17,1.0,10.0,WAS 25,17.0,17.0,Brian Robinson right end for -1 yards (tackle by Nakobe Dean),0.61,-0.07,8.0,2023,116
3.0,3:38,2.0,11.0,WAS 24,17.0,17.0,Sam Howell scrambles up the middle for 5 yards (tackle by Nakobe Dean),-0.07,-0.1,8.0,2023,116
3.0,2:56,3.0,6.0,WAS 29,17.0,17.0,Sam Howell pass complete short middle to Jahan Dotson for 9 yards (tackle by Nakobe Dean),-0.1,1.47,8.0,2023,116
3.0,2:14,1.0,10.0,WAS 38,17.0,17.0,Sam Howell pass complete short middle to Jamison Crowder for 14 yards (tackle by Nakobe Dean and James Bradberry),1.47,2.39,8.0,2023,116
3.0,1:41,1.0,10.0,PHI 48,17.0,17.0,Antonio Gibson left end for 8 yards (tackle by James Bradberry),2.39,2.93,8.0,2023,116
3.0,1:02,2.0,2.0,PHI 40,17.0,17.0,Sam Howell pass complete short right to Jamison Crowder for 1 yard (tackle by Fletcher Cox and Zach Cunningham),2.93,2.34,8.0,2023,116
3.0,0:30,3.0,1.0,PHI 39,17.0,17.0,Sam Howell right tackle for 2 yards (tackle by Haason Reddick),2.34,3.12,8.0,2023,116
4.0,15:00,1.0,10.0,PHI 37,17.0,17.0,Sam Howell pass complete deep left to John Bates for 17 yards (tackle by Reed Blankenship),3.12,4.24,8.0,2023,116
4.0,14:20,1.0,10.0,PHI 20,17.0,17.0,Sam Howell pass incomplete deep right intended for Terry McLaurin,4.24,3.69,8.0,2023,116
4.0,14:15,2.0,10.0,PHI 20,17.0,17.0,"Penalty on Josh Sweat: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.69,4.45,8.0,2023,116
4.0,14:15,2.0,5.0,PHI 15,17.0,17.0,Sam Howell pass complete short right to Antonio Gibson for 1 yard (tackle by Reed Blankenship),4.45,3.89,8.0,2023,116
4.0,13:36,3.0,4.0,PHI 14,17.0,17.0,Sam Howell scrambles up the middle for 4 yards (tackle by Haason Reddick),3.89,4.91,8.0,2023,116
4.0,12:53,1.0,10.0,PHI 10,17.0,17.0,Brian Robinson left guard for 3 yards (tackle by Kentavius Street and Reed Blankenship),4.91,4.76,8.0,2023,116
4.0,12:11,2.0,7.0,PHI 7,17.0,17.0,Sam Howell pass incomplete short right intended for Terry McLaurin (defended by Fletcher Cox),4.76,3.81,8.0,2023,116
4.0,12:06,3.0,7.0,PHI 7,17.0,23.0,"Sam Howell pass complete short middle to Logan Thomas for 7 yards, touchdown",3.81,7.0,8.0,2023,116
4.0,12:03,,,PHI 15,17.0,24.0,Joey Slye kicks extra point good,0.0,0.0,8.0,2023,116
4.0,12:03,,,WAS 35,17.0,24.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,116
4.0,12:03,1.0,10.0,PHI 25,17.0,24.0,D'Andre Swift right tackle for 1 yard (tackle by Montez Sweat and Daron Payne),0.61,0.2,8.0,2023,116
4.0,11:36,2.0,9.0,PHI 26,17.0,24.0,"Penalty on Sua Opeta: False Start, 5 yards (accepted) (no play)",0.2,-0.48,8.0,2023,116
4.0,11:36,2.0,14.0,PHI 21,17.0,24.0,Jalen Hurts pass complete short middle to A.J. Brown for 17 yards (tackle by Kamren Curl and Danny Johnson),-0.48,1.47,8.0,2023,116
4.0,10:58,1.0,10.0,PHI 38,17.0,24.0,D'Andre Swift left tackle for 5 yards (tackle by Jamin Davis),1.47,1.6,8.0,2023,116
4.0,10:25,2.0,5.0,PHI 43,17.0,24.0,D'Andre Swift up the middle for 3 yards (tackle by Jamin Davis),1.6,1.29,8.0,2023,116
4.0,9:45,3.0,2.0,PHI 46,17.0,24.0,Jalen Hurts pass complete short right to Dallas Goedert for 16 yards (tackle by Percy Butler),1.29,3.05,8.0,2023,116
4.0,9:05,1.0,10.0,WAS 38,17.0,24.0,Jalen Hurts pass incomplete short right,3.05,2.51,8.0,2023,116
4.0,8:53,2.0,10.0,WAS 38,23.0,24.0,"Jalen Hurts pass complete deep left to DeVonta Smith for 38 yards, touchdown",2.51,7.0,8.0,2023,116
4.0,8:47,,,WAS 15,24.0,24.0,Jake Elliott kicks extra point good,0.0,0.0,8.0,2023,116
4.0,8:47,,,PHI 35,24.0,24.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,116
4.0,8:47,1.0,10.0,WAS 25,24.0,24.0,Sam Howell pass incomplete deep middle intended for Logan Thomas,0.61,0.06,8.0,2023,116
4.0,8:33,2.0,10.0,WAS 25,24.0,24.0,Sam Howell pass complete to John Bates for 6 yards (no play),0.06,-0.61,8.0,2023,116
4.0,8:08,2.0,15.0,WAS 20,24.0,24.0,"Sam Howell pass short left intended for Terry McLaurin is intercepted by Reed Blankenship at WAS-32 and returned for 17 yards (tackle by Tyler Larsen and Antonio Gibson). Penalty on John Bates: Unnecessary Roughness / Offense, 8 yards (accepted)",-0.61,-5.6,8.0,2023,116
4.0,8:02,1.0,7.0,WAS 7,24.0,24.0,D'Andre Swift right end for -1 yards (tackle by Montez Sweat),5.6,4.57,8.0,2023,116
4.0,7:21,2.0,8.0,WAS 8,30.0,24.0,"Jalen Hurts pass complete short middle to Julio Jones for 8 yards, touchdown",4.57,7.0,8.0,2023,116
4.0,7:17,,,WAS 15,31.0,24.0,Jake Elliott kicks extra point good,0.0,0.0,8.0,2023,116
4.0,7:17,,,PHI 35,31.0,24.0,"Jake Elliott kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,116
4.0,7:17,1.0,10.0,WAS 25,31.0,24.0,Brian Robinson right tackle for 10 yards (tackle by Kevin Byard and Eli Ricks),0.61,1.27,8.0,2023,116
4.0,6:37,1.0,10.0,WAS 35,31.0,24.0,Brian Robinson left guard for 7 yards (tackle by Kevin Byard),1.27,1.67,8.0,2023,116
4.0,5:55,2.0,3.0,WAS 42,31.0,24.0,Sam Howell pass complete deep right to Antonio Gibson for 16 yards (tackle by Zach Cunningham),1.67,2.79,8.0,2023,116
4.0,5:11,1.0,10.0,PHI 42,31.0,24.0,Sam Howell pass incomplete short left intended for Jahan Dotson,2.79,2.24,8.0,2023,116
4.0,5:05,2.0,10.0,PHI 42,31.0,24.0,Brian Robinson left guard for 2 yards (tackle by Zach Cunningham),2.24,1.82,8.0,2023,116
4.0,4:24,3.0,8.0,PHI 40,31.0,24.0,Sam Howell pass incomplete deep right intended for Terry McLaurin,1.82,0.59,8.0,2023,116
4.0,4:18,,,,,,Timeout #1 by Washington Commanders,,,8.0,2023,116
4.0,4:18,4.0,8.0,PHI 40,31.0,24.0,Sam Howell pass incomplete short middle intended for Terry McLaurin,0.59,-1.6,8.0,2023,116
4.0,4:13,1.0,10.0,PHI 40,31.0,24.0,D'Andre Swift left end for 1 yard (tackle by Chase Young and Jonathan Allen),1.6,1.19,8.0,2023,116
4.0,3:30,2.0,9.0,PHI 41,31.0,24.0,Jalen Hurts pass incomplete short right intended for Dallas Goedert (defended by Kamren Curl),1.19,0.5,8.0,2023,116
4.0,3:23,3.0,9.0,PHI 41,31.0,24.0,Jalen Hurts pass incomplete short right,0.5,-0.65,8.0,2023,116
4.0,3:18,4.0,9.0,PHI 41,31.0,24.0,"Braden Mann punts 59 yards, touchback.",-0.65,-0.28,8.0,2023,116
4.0,3:09,1.0,10.0,WAS 20,31.0,24.0,Sam Howell pass incomplete short right intended for Terry McLaurin (defended by Zach Cunningham),0.28,-0.27,8.0,2023,116
4.0,3:03,2.0,10.0,WAS 20,31.0,24.0,Sam Howell pass complete short middle to Terry McLaurin for 5 yards (tackle by Sydney Brown),-0.27,-0.3,8.0,2023,116
4.0,2:21,3.0,5.0,WAS 25,31.0,24.0,"Sam Howell pass incomplete short middle intended for Jahan Dotson WAS challenged the pass completion ruling, and the play was upheld.",-0.3,-1.7,8.0,2023,116
4.0,2:18,4.0,5.0,WAS 25,31.0,24.0,"Sam Howell sacked by Haason Reddick for -9 yards. Sam Howell fumbles (forced by Haason Reddick), recovered by Andrew Wylie at WAS-16",-1.7,-4.51,8.0,2023,116
4.0,2:13,1.0,10.0,WAS 16,31.0,24.0,D'Andre Swift left end for 7 yards (tackle by Percy Butler),4.51,5.16,8.0,2023,116
4.0,2:00,2.0,3.0,WAS 9,31.0,24.0,D'Andre Swift left end for 2 yards (tackle by Kamren Curl),5.16,4.85,8.0,2023,116
4.0,1:53,,,,,,Timeout #3 by Washington Commanders,,,8.0,2023,116
4.0,1:53,3.0,1.0,WAS 7,37.0,24.0,"D'Andre Swift left end for 7 yards, touchdown",4.85,7.0,8.0,2023,116
4.0,1:50,,,WAS 15,38.0,24.0,Jake Elliott kicks extra point good,0.0,0.0,8.0,2023,116
4.0,1:50,,,PHI 35,38.0,24.0,"Jake Elliott kicks off 64 yards, returned by Antonio Gibson for 27 yards (tackle by Josiah Scott and Christian Elliss)",0.0,0.81,8.0,2023,116
4.0,1:44,1.0,10.0,WAS 28,38.0,24.0,Sam Howell pass complete short left to Jamison Crowder for 9 yards (tackle by James Bradberry),0.81,1.48,8.0,2023,116
4.0,1:38,2.0,1.0,WAS 37,38.0,24.0,Sam Howell pass complete deep middle to Terry McLaurin for 18 yards (tackle by Reed Blankenship),1.48,2.59,8.0,2023,116
