Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Baker Mayfield,TAM,0,0,0,0,0,8.0,2023,107
Rachaad White,TAM,7,7,70,0,20,8.0,2023,107
Chris Godwin,TAM,7,5,54,1,31,8.0,2023,107
Chase Edmonds,TAM,3,2,16,0,9,8.0,2023,107
Ke'Shawn Vaughn,TAM,0,0,0,0,0,8.0,2023,107
Mike Evans,TAM,6,3,39,1,24,8.0,2023,107
Cade Otton,TAM,6,4,27,0,12,8.0,2023,107
Trey Palmer,TAM,6,3,22,0,15,8.0,2023,107
Rakim Jarrett,TAM,3,1,9,0,9,8.0,2023,107
Payne Durham,TAM,1,0,0,0,0,8.0,2023,107
Josh Allen,BUF,0,0,0,0,0,8.0,2023,107
James Cook,BUF,1,1,6,0,6,8.0,2023,107
Latavius Murray,BUF,1,1,4,0,4,8.0,2023,107
Khalil Shakir,BUF,6,6,92,0,30,8.0,2023,107
Gabriel Davis,BUF,12,9,87,1,16,8.0,2023,107
Stefon Diggs,BUF,12,9,70,0,17,8.0,2023,107
Dalton Kincaid,BUF,7,5,65,1,22,8.0,2023,107
