#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,WAS 25,8,5:21,27,Punt,1,Commanders,8.0,2023,116
2,1,8:07,WAS 38,3,0:54,62,Touchdown,1,Commanders,8.0,2023,116
3,1,2:11,WAS 25,9,4:31,75,Touchdown,1,Commanders,8.0,2023,116
4,2,6:48,WAS 7,9,5:00,58,Downs,1,Commanders,8.0,2023,116
5,2,0:34,WAS 25,5,0:33,32,Field Goal,1,Commanders,8.0,2023,116
6,3,10:09,WAS 1,5,2:22,19,Punt,1,Commanders,8.0,2023,116
7,3,4:17,WAS 25,14,7:14,75,Touchdown,1,Commanders,8.0,2023,116
8,4,8:47,WAS 25,2,0:45,-5,Interception,1,Commanders,8.0,2023,116
9,4,7:17,WAS 25,7,3:04,35,Downs,1,Commanders,8.0,2023,116
10,4,3:09,WAS 20,4,0:56,-4,Downs,1,Commanders,8.0,2023,116
11,4,1:50,WAS 28,4,0:49,72,Touchdown,1,Commanders,8.0,2023,116
