Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
George Karlaftis III,KAN,0,0,0,0,0,2.5,7,4,3,1,3,0,0,0,1,8.0,2023,120
Drue Tranquill,KAN,0,0,0,0,0,1.0,11,7,4,1,1,0,0,0,1,8.0,2023,120
Leo Chenal,KAN,0,0,0,0,0,1.0,10,6,4,2,1,0,0,0,0,8.0,2023,120
Michael Danna,KAN,0,0,0,0,0,1.0,3,3,0,2,2,0,0,0,0,8.0,2023,120
Charles Omenihu,KAN,0,0,0,0,0,0.5,5,3,2,0,1,0,0,0,0,8.0,2023,120
Justin Reid,KAN,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,8.0,2023,120
Trent McDuffie,KAN,0,0,0,0,0,0.0,5,4,1,0,1,0,0,0,0,8.0,2023,120
Jack Cochrane,KAN,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0,8.0,2023,120
Mike Edwards,KAN,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,8.0,2023,120
Chris Jones,KAN,0,0,0,0,0,0.0,4,2,2,1,0,0,0,0,0,8.0,2023,120
Willie Gay Jr.,KAN,0,0,0,0,0,0.0,3,2,1,0,0,1,0,0,0,8.0,2023,120
Derrick Nnadi,KAN,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,8.0,2023,120
Bryan Cook,KAN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,8.0,2023,120
Matt Dickerson,KAN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,8.0,2023,120
L'Jarius Sneed,KAN,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0,8.0,2023,120
Tershawn Wharton,KAN,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,8.0,2023,120
Chamarri Conner,KAN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,8.0,2023,120
Felix Anudike-Uzomah,KAN,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,8.0,2023,120
Ja'Quan McMillian,DEN,1,5,0,5,1,0.0,6,5,1,2,0,0,0,0,0,8.0,2023,120
Justin Simmons,DEN,1,33,0,33,1,0.0,2,2,0,0,0,1,7,0,0,8.0,2023,120
Baron Browning,DEN,0,0,0,0,0,2.0,4,4,0,2,3,0,0,0,1,8.0,2023,120
Zach Allen,DEN,0,0,0,0,0,0.5,4,3,1,1,1,0,0,0,0,8.0,2023,120
Jonathon Cooper,DEN,0,0,0,0,0,0.5,3,1,2,0,2,1,0,0,0,8.0,2023,120
Alex Singleton,DEN,0,0,0,0,0,0.0,7,6,1,1,0,0,0,0,0,8.0,2023,120
Josey Jewell,DEN,0,0,0,0,1,0.0,5,3,2,0,0,0,0,0,1,8.0,2023,120
Fabian Moreau,DEN,0,0,0,0,1,0.0,5,4,1,0,0,0,0,0,0,8.0,2023,120
P.J. Locke,DEN,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,8.0,2023,120
Patrick Surtain II,DEN,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,8.0,2023,120
Tremon Smith,DEN,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,8.0,2023,120
Nik Bonitto,DEN,0,0,0,0,1,0.0,1,1,0,0,4,0,0,0,0,8.0,2023,120
Mitchell Fraboni,DEN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,8.0,2023,120
Jonathan Harris,DEN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,8.0,2023,120
D.J. Jones,DEN,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,8.0,2023,120
Ronnie Perkins,DEN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,8.0,2023,120
Mike Purcell,DEN,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,8.0,2023,120
Drew Sanders,DEN,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,8.0,2023,120
