Player,Pos,home_team,team,week,year,game_id
Bryce Young,QB,1,Panthers,8.0,2023,108
Chuba Hubbard,RB,1,Panthers,8.0,2023,108
Adam Thielen,WR,1,Panthers,8.0,2023,108
DJ Chark,WR,1,Panthers,8.0,2023,108
Jonathan Mingo,WR,1,Panthers,8.0,2023,108
Hayden Hurst,TE,1,Panthers,8.0,2023,108
Bradley Bozeman,OL,1,Panthers,8.0,2023,108
Ikem Ekwonu,T,1,Panthers,8.0,2023,108
Taylor Moton,T,1,Panthers,8.0,2023,108
Austin Corbett,G,1,Panthers,8.0,2023,108
Calvin Throckmorton,G,1,Panthers,8.0,2023,108
Shy Tuttle,DT,1,Panthers,8.0,2023,108
Derrick Brown,DT,1,Panthers,8.0,2023,108
Justin Houston,OLB,1,Panthers,8.0,2023,108
Brian Burns,OLB,1,Panthers,8.0,2023,108
Deion Jones,LB,1,Panthers,8.0,2023,108
Frankie Luvu,LB,1,Panthers,8.0,2023,108
C.J. Henderson,CB,1,Panthers,8.0,2023,108
Troy Hill,CB,1,Panthers,8.0,2023,108
Donte Jackson,CB,1,Panthers,8.0,2023,108
Sam Franklin,S,1,Panthers,8.0,2023,108
Xavier Woods,S,1,Panthers,8.0,2023,108
