Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
D'Onta Foreman,CHI,9,34,0,2.0,22,2.4,12,1.3,0,,8.0,2023,121
Roschon Johnson,CHI,6,21,0,1.0,14,2.3,7,1.2,0,,8.0,2023,121
Tyson Bagent,CHI,4,-1,1,1.0,-2,-0.5,1,0.3,0,,8.0,2023,121
Darrynton Evans,CHI,4,18,1,3.0,16,4.0,2,0.5,0,,8.0,2023,121
Darnell Mooney,CHI,1,3,0,0.0,2,2.0,1,1.0,0,,8.0,2023,121
Trent Taylor,CHI,1,-2,0,,-2,-2.0,0,0.0,0,,8.0,2023,121
Austin Ekeler,LAC,15,29,0,1.0,16,1.1,13,0.9,0,,8.0,2023,121
Joshua Kelley,LAC,6,21,0,,11,1.8,10,1.7,0,,8.0,2023,121
Isaiah Spiller,LAC,3,3,0,,0,0.0,3,1.0,0,,8.0,2023,121
Justin Herbert,LAC,1,1,0,0.0,1,1.0,0,0.0,0,,8.0,2023,121
