Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Zach Wilson,NYJ,0,0,0,0,0,8.0,2023,115
Breece Hall,NYJ,9,6,76,1,50,8.0,2023,115
Garrett Wilson,NYJ,13,7,100,0,29,8.0,2023,115
Dalvin Cook,NYJ,0,0,0,0,0,8.0,2023,115
Xavier Gipson,NYJ,1,0,0,0,0,8.0,2023,115
Michael Carter,NYJ,1,0,0,0,0,8.0,2023,115
Allen Lazard,NYJ,6,3,45,0,29,8.0,2023,115
C.J. Uzomah,NYJ,1,1,19,0,19,8.0,2023,115
Tyler Conklin,NYJ,2,0,0,0,0,8.0,2023,115
Jeremy Ruckert,NYJ,1,0,0,0,0,8.0,2023,115
Tyrod Taylor,NYG,0,0,0,0,0,8.0,2023,115
Tommy DeVito,NYG,0,0,0,0,0,8.0,2023,115
Saquon Barkley,NYG,5,3,0,0,1,8.0,2023,115
Wan'Dale Robinson,NYG,1,0,0,0,0,8.0,2023,115
Matt Breida,NYG,1,1,4,0,4,8.0,2023,115
Darren Waller,NYG,2,1,4,0,4,8.0,2023,115
Daniel Bellinger,NYG,1,0,0,0,0,8.0,2023,115
Darius Slayton,NYG,2,1,-1,0,-1,8.0,2023,115
