#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,IND 25,3,1:41,6,Punt,1,Colts,8.0,2023,112
2,1,11:15,IND 19,7,4:19,81,Touchdown,1,Colts,8.0,2023,112
3,1,3:44,IND 25,9,3:55,73,Field Goal,1,Colts,8.0,2023,112
4,2,14:15,NOR 30,6,2:36,30,Touchdown,1,Colts,8.0,2023,112
5,2,7:28,IND 25,3,1:04,-5,Punt,1,Colts,8.0,2023,112
6,2,5:42,IND 25,13,5:21,51,Field Goal,1,Colts,8.0,2023,112
7,3,11:47,IND 14,3,2:22,6,Punt,1,Colts,8.0,2023,112
8,3,7:24,IND 3,7,3:40,64,Interception,1,Colts,8.0,2023,112
9,3,0:07,IND 25,3,0:25,4,Punt,1,Colts,8.0,2023,112
10,4,10:49,IND 25,6,2:30,75,Touchdown,1,Colts,8.0,2023,112
11,4,5:22,IND 16,6,1:34,11,Punt,1,Colts,8.0,2023,112
12,4,0:24,IND 25,3,0:24,4,End of Game,1,Colts,8.0,2023,112
