Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mac Jones,NWE,0,0,0,0,0,8.0,2023,114
Rhamondre Stevenson,NWE,4,2,11,0,9,8.0,2023,114
Ezekiel Elliott,NWE,0,0,0,0,0,8.0,2023,114
Demario Douglas,NWE,7,5,25,0,13,8.0,2023,114
Kendrick Bourne,NWE,4,3,36,1,24,8.0,2023,114
Pharaoh Brown,NWE,2,2,33,0,24,8.0,2023,114
Hunter Henry,NWE,3,3,28,0,16,8.0,2023,114
DeVante Parker,NWE,2,1,14,0,14,8.0,2023,114
Mike Gesicki,NWE,3,2,11,0,6,8.0,2023,114
JuJu Smith-Schuster,NWE,1,1,3,1,3,8.0,2023,114
Jalen Reagor,NWE,2,0,0,0,0,8.0,2023,114
Tua Tagovailoa,MIA,0,0,0,0,0,8.0,2023,114
Raheem Mostert,MIA,0,0,0,0,0,8.0,2023,114
Jeff Wilson,MIA,2,2,14,0,7,8.0,2023,114
Salvon Ahmed,MIA,4,4,16,0,20,8.0,2023,114
Jaylen Waddle,MIA,12,7,121,1,31,8.0,2023,114
Tyreek Hill,MIA,13,8,112,1,42,8.0,2023,114
Durham Smythe,MIA,3,3,28,0,15,8.0,2023,114
Chase Claypool,MIA,2,1,15,0,15,8.0,2023,114
Braxton Berrios,MIA,3,2,8,0,5,8.0,2023,114
Alec Ingold,MIA,2,1,5,0,5,8.0,2023,114
Julian Hill,MIA,2,1,4,0,4,8.0,2023,114
Cedrick Wilson Jr.,MIA,1,1,1,1,1,8.0,2023,114
