Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Baker Mayfield,TAM,3,19,0,11,8.0,2023,107
Rachaad White,TAM,9,39,0,15,8.0,2023,107
Chris Godwin,TAM,1,14,0,14,8.0,2023,107
Chase Edmonds,TAM,3,5,0,2,8.0,2023,107
Ke'Shawn Vaughn,TAM,1,1,0,1,8.0,2023,107
Mike Evans,TAM,0,0,0,0,8.0,2023,107
Cade Otton,TAM,0,0,0,0,8.0,2023,107
Trey Palmer,TAM,0,0,0,0,8.0,2023,107
Rakim Jarrett,TAM,0,0,0,0,8.0,2023,107
Payne Durham,TAM,0,0,0,0,8.0,2023,107
Josh Allen,BUF,7,41,1,13,8.0,2023,107
James Cook,BUF,14,67,0,18,8.0,2023,107
Latavius Murray,BUF,5,7,0,5,8.0,2023,107
Khalil Shakir,BUF,0,0,0,0,8.0,2023,107
Gabriel Davis,BUF,0,0,0,0,8.0,2023,107
Stefon Diggs,BUF,0,0,0,0,8.0,2023,107
Dalton Kincaid,BUF,0,0,0,0,8.0,2023,107
