Quarter,Time,Down,ToGo,Location,NYJ,NYG,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Giants won the coin toss and deferred, Jets to receive the opening kickoff.",,,8.0,2023,115
1,15:00,,,NYG 35,0.0,0.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,115
1,15:00,1.0,10.0,NYJ 25,0.0,0.0,Zach Wilson pass complete short right to Breece Hall for 12 yards (tackle by Xavier McKinney),0.61,1.4,8.0,2023,115
1,14:31,1.0,10.0,NYJ 37,0.0,0.0,Breece Hall left end for 5 yards (tackle by Adoree' Jackson),1.4,1.53,8.0,2023,115
1,13:50,2.0,5.0,NYJ 42,0.0,0.0,Zach Wilson pass incomplete short right intended for Breece Hall (defended by Leonard Williams),1.53,0.83,8.0,2023,115
1,13:43,3.0,5.0,NYJ 42,0.0,0.0,"Zach Wilson sacked by Kayvon Thibodeaux for -16 yards. Zach Wilson fumbles (forced by Kayvon Thibodeaux), recovered by Jihad Ward at NYJ-26 and returned for 7 yards (tackle by Connor McGovern and Wes Schweitzer). Penalty on Connor McGovern: Offensive Holding, 10 yards (declined)",0.83,-4.31,8.0,2023,115
1,13:33,1.0,10.0,NYJ 19,0.0,0.0,Wan'Dale Robinson right end for 7 yards (tackle by C.J. Mosley),4.31,4.92,8.0,2023,115
1,13:03,2.0,3.0,NYJ 12,0.0,0.0,Saquon Barkley right guard for -1 yards (tackle by Quincy Williams and Ashtyn Davis),4.92,3.96,8.0,2023,115
1,12:18,3.0,4.0,NYJ 13,0.0,0.0,Tyrod Taylor pass incomplete short right intended for Darius Slayton,3.96,2.64,8.0,2023,115
1,12:11,4.0,4.0,NYJ 13,0.0,3.0,Graham Gano 31 yard field goal good,2.64,3.0,8.0,2023,115
1,12:07,,,NYG 35,0.0,3.0,"Graham Gano kicks off 66 yards, returned by Xavier Gipson for 22 yards (tackle by Jashaun Corbin and Cam Brown)",0.0,0.34,8.0,2023,115
1,12:01,1.0,10.0,NYJ 21,0.0,3.0,Breece Hall right tackle for -1 yards (tackle by A'Shawn Robinson and Kayvon Thibodeaux),0.34,-0.34,8.0,2023,115
1,11:20,2.0,11.0,NYJ 20,0.0,3.0,Zach Wilson pass complete short left to Allen Lazard for 6 yards (tackle by Adoree' Jackson),-0.34,-0.23,8.0,2023,115
1,10:34,3.0,5.0,NYJ 26,0.0,3.0,Zach Wilson pass incomplete short right intended for Xavier Gipson,-0.23,-1.63,8.0,2023,115
1,10:29,4.0,5.0,NYJ 26,0.0,3.0,"Thomas Morstead punts 46 yards, returned by Gunner Olszewski for 9 yards (tackle by Chazz Surratt and Thomas Hennessy)",-1.63,-1.4,8.0,2023,115
1,10:18,1.0,10.0,NYG 37,0.0,3.0,Tyrod Taylor scrambles right end for 7 yards (tackle by D.J. Reed),1.4,1.8,8.0,2023,115
1,9:50,2.0,3.0,NYG 44,0.0,3.0,Saquon Barkley left guard for no gain (tackle by Quinton Jefferson),1.8,1.09,8.0,2023,115
1,9:15,3.0,3.0,NYG 44,0.0,3.0,Tyrod Taylor sacked by Bryce Huff for -4 yards,1.09,-0.72,8.0,2023,115
1,8:34,4.0,7.0,NYG 40,0.0,3.0,"Jamie Gillan punts 40 yards, returned by Xavier Gipson for 4 yards (tackle by Nick McCloud)",-0.72,-0.54,8.0,2023,115
1,8:29,1.0,10.0,NYJ 24,0.0,3.0,Breece Hall left tackle for 3 yards (tackle by Micah McFadden),0.54,0.4,8.0,2023,115
1,7:50,2.0,7.0,NYJ 27,0.0,3.0,Zach Wilson pass complete short middle to Breece Hall for 6 yards (tackle by Bobby Okereke),0.4,0.5,8.0,2023,115
1,7:10,3.0,1.0,NYJ 33,0.0,3.0,Breece Hall right guard for no gain (tackle by A'Shawn Robinson and Jason Pinnock),0.5,-1.18,8.0,2023,115
1,6:18,4.0,1.0,NYJ 33,0.0,3.0,"Thomas Morstead punts 51 yards, fair catch by Gunner Olszewski at NYG-16",-1.18,0.14,8.0,2023,115
1,6:13,1.0,10.0,NYG 16,0.0,3.0,Tyrod Taylor pass incomplete short left intended for Darren Waller (defended by Ashtyn Davis),-0.14,-0.66,8.0,2023,115
1,6:06,2.0,10.0,NYG 16,0.0,3.0,Saquon Barkley right end for 3 yards (tackle by Bryce Huff),-0.66,-0.95,8.0,2023,115
1,5:29,3.0,7.0,NYG 19,0.0,3.0,Tyrod Taylor scrambles up the middle for 1 yard (tackle by C.J. Mosley and Bryce Huff),-0.95,-2.03,8.0,2023,115
1,4:51,4.0,6.0,NYG 20,0.0,3.0,"Jamie Gillan punts 41 yards, fair catch by Xavier Gipson at NYJ-39",-2.03,-1.53,8.0,2023,115
1,4:49,1.0,10.0,NYJ 39,0.0,3.0,"Penalty on Laken Tomlinson: False Start, 5 yards (accepted) (no play)",1.53,1.2,8.0,2023,115
1,4:49,1.0,15.0,NYJ 34,0.0,3.0,Zach Wilson pass complete short left to Garrett Wilson for 14 yards (tackle by Deonte Banks),1.2,2.2,8.0,2023,115
1,4:03,2.0,1.0,NYJ 48,0.0,3.0,Dalvin Cook right end for 1 yard (tackle by Micah McFadden),2.2,2.19,8.0,2023,115
1,3:26,1.0,10.0,NYJ 49,0.0,3.0,Zach Wilson pass incomplete short left intended for Garrett Wilson,2.19,1.65,8.0,2023,115
1,3:22,2.0,10.0,NYJ 49,0.0,3.0,Zach Wilson pass incomplete short right intended for Garrett Wilson (defended by Deonte Banks),1.65,0.96,8.0,2023,115
1,3:18,3.0,10.0,NYJ 49,0.0,3.0,Zach Wilson pass incomplete short middle intended for Michael Carter (defended by Isaiah Simmons),0.96,-0.13,8.0,2023,115
1,3:12,4.0,10.0,NYJ 49,0.0,3.0,Thomas Morstead punts 49 yards downed by Jamien Sherwood,-0.13,0.38,8.0,2023,115
1,3:01,1.0,10.0,NYG 2,0.0,3.0,Saquon Barkley up the middle for 2 yards (tackle by Will McDonald),-0.38,-0.63,8.0,2023,115
1,2:33,2.0,8.0,NYG 4,0.0,3.0,Saquon Barkley right guard for 4 yards (tackle by C.J. Mosley),-0.63,-0.72,8.0,2023,115
1,2:01,3.0,4.0,NYG 8,0.0,3.0,Tyrod Taylor pass complete short left to Saquon Barkley for 1 yard (tackle by Quincy Williams),-0.72,-2.49,8.0,2023,115
1,1:24,4.0,3.0,NYG 9,0.0,3.0,"Jamie Gillan punts 51 yards, returned by Xavier Gipson for 10 yards (tackle by Darnay Holmes)",-2.49,-2.26,8.0,2023,115
1,1:18,1.0,10.0,NYJ 50,6.0,3.0,"Zach Wilson pass complete short middle to Breece Hall for 50 yards, touchdown. Penalty on Cordale Flott: Illegal Contact, 5 yards (declined)",2.26,7.0,8.0,2023,115
1,1:06,,,NYG 15,7.0,3.0,Greg Zuerlein kicks extra point good,0.0,0.0,8.0,2023,115
1,1:06,,,NYJ 35,7.0,3.0,"Greg Zuerlein kicks off 64 yards, returned by Parris Campbell for 24 yards (tackle by Chazz Surratt and Jamien Sherwood)",0.0,0.61,8.0,2023,115
1,0:59,1.0,10.0,NYG 25,7.0,3.0,Tyrod Taylor pass complete short left to Darius Slayton for -1 yards (tackle by Ashtyn Davis),0.61,-0.07,8.0,2023,115
1,0:34,2.0,11.0,NYG 24,7.0,3.0,"Saquon Barkley up the middle for 6 yards (tackle by Micheal Clemons and C.J. Mosley). Penalty on Quincy Williams: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.07,1.93,8.0,2023,115
2,15:00,1.0,10.0,NYG 45,7.0,3.0,Tyrod Taylor scrambles up the middle for 17 yards (tackle by Michael Carter and Quincy Williams),1.93,3.05,8.0,2023,115
2,14:34,1.0,10.0,NYJ 38,7.0,3.0,Saquon Barkley up the middle for 1 yard (tackle by Solomon Thomas and Jermaine Johnson),3.05,2.64,8.0,2023,115
2,14:04,2.0,9.0,NYJ 37,7.0,3.0,Tyrod Taylor scrambles up the middle for 4 yards (tackle by Michael Carter),2.64,2.48,8.0,2023,115
2,13:31,3.0,5.0,NYJ 33,7.0,3.0,Tyrod Taylor pass complete short left to Darren Waller for 4 yards (tackle by Sauce Gardner),2.48,1.62,8.0,2023,115
2,12:48,4.0,1.0,NYJ 29,7.0,3.0,Graham Gano 47 yard field goal no good,1.62,-1.4,8.0,2023,115
2,12:43,1.0,10.0,NYJ 37,7.0,3.0,Breece Hall up the middle for no gain (tackle by Micah McFadden),1.4,0.86,8.0,2023,115
2,12:05,2.0,10.0,NYJ 37,7.0,3.0,Zach Wilson pass complete short right to Garrett Wilson for 8 yards,0.86,1.22,8.0,2023,115
2,11:48,3.0,2.0,NYJ 45,7.0,3.0,Zach Wilson pass incomplete short right intended for Tyler Conklin (defended by Jason Pinnock),1.22,-0.39,8.0,2023,115
2,11:46,4.0,2.0,NYJ 45,7.0,3.0,Thomas Morstead punts 52 yards downed by Brandin Echols,-0.39,0.38,8.0,2023,115
2,11:35,1.0,10.0,NYG 3,7.0,3.0,"Saquon Barkley up the middle for no gain (tackle by Adrian Amos and John Franklin-Myers). Penalty on John Franklin-Myers: Defensive Offside, 5 yards (accepted) (no play)",-0.38,-0.19,8.0,2023,115
2,11:20,1.0,5.0,NYG 8,7.0,3.0,Saquon Barkley left guard for 1 yard (tackle by Solomon Thomas) (no play),-0.19,0.48,8.0,2023,115
2,11:05,1.0,10.0,NYG 23,7.0,3.0,Saquon Barkley right guard for 3 yards (tackle by Tony Adams),0.48,0.34,8.0,2023,115
2,10:44,2.0,7.0,NYG 26,7.0,3.0,Tyrod Taylor pass incomplete short right,0.34,-0.36,8.0,2023,115
2,10:39,3.0,7.0,NYG 26,7.0,3.0,"Penalty on Tyre Phillips: False Start, 5 yards (accepted) (no play)",-0.36,-1.02,8.0,2023,115
2,10:39,3.0,12.0,NYG 21,7.0,3.0,Tyrod Taylor pass complete short left to Matt Breida for 4 yards (tackle by C.J. Mosley and Bryce Huff),-1.02,-1.7,8.0,2023,115
2,10:01,4.0,8.0,NYG 25,7.0,3.0,Jamie Gillan punts 58 yards out of bounds,-1.7,0.06,8.0,2023,115
2,10:01,1.0,10.0,NYJ 17,7.0,3.0,Zach Wilson pass incomplete short left,-0.06,-0.58,8.0,2023,115
2,9:54,2.0,10.0,NYJ 17,7.0,3.0,Zach Wilson pass complete short middle to Garrett Wilson for 14 yards (tackle by Xavier McKinney and Jason Pinnock),-0.58,1.0,8.0,2023,115
2,9:12,1.0,10.0,NYJ 31,7.0,3.0,Dalvin Cook left end for 4 yards (tackle by Bobby Okereke and D.J. Davidson),1.0,1.0,8.0,2023,115
2,8:29,2.0,6.0,NYJ 35,7.0,3.0,Zach Wilson pass incomplete short left intended for Allen Lazard,1.0,0.3,8.0,2023,115
2,8:22,,,,,,Timeout #1 by New York Jets,,,8.0,2023,115
2,8:22,3.0,6.0,NYJ 35,7.0,3.0,Zach Wilson pass incomplete short middle intended for Allen Lazard (defended by Cordale Flott),0.3,-1.04,8.0,2023,115
2,8:18,4.0,6.0,NYJ 35,7.0,3.0,"Thomas Morstead punts 52 yards, returned by Gunner Olszewski for 8 yards (tackle by Jeremy Ruckert)",-1.04,-0.34,8.0,2023,115
2,8:07,1.0,10.0,NYG 21,7.0,3.0,Tyrod Taylor scrambles up the middle for 4 yards (tackle by Quincy Williams and C.J. Mosley),0.34,0.34,8.0,2023,115
2,7:41,2.0,6.0,NYG 25,7.0,3.0,"Tyrod Taylor sacked by and Quinton Jefferson for -3 yards and C.J. Mosley for -3 yards. Tyrod Taylor fumbles, recovered by Tyrod Taylor at NYG-22",0.34,-0.76,8.0,2023,115
2,7:10,3.0,9.0,NYG 22,7.0,3.0,Saquon Barkley right tackle for 6 yards (tackle by Quincy Williams),-0.76,-1.5,8.0,2023,115
2,6:35,4.0,3.0,NYG 28,7.0,3.0,"Jamie Gillan punts 56 yards, fair catch by Xavier Gipson at NYJ-16",-1.5,0.14,8.0,2023,115
2,6:31,1.0,10.0,NYJ 16,7.0,3.0,Zach Wilson pass complete short right to C.J. Uzomah for 19 yards (tackle by Boogie Basham),-0.14,1.27,8.0,2023,115
2,5:46,1.0,10.0,NYJ 35,7.0,3.0,Breece Hall left guard for 3 yards (tackle by Micah McFadden and Boogie Basham),1.27,1.13,8.0,2023,115
2,5:06,2.0,7.0,NYJ 38,7.0,3.0,Xavier Gipson right end for 3 yards (tackle by Dexter Lawrence and Bobby Okereke),1.13,0.83,8.0,2023,115
2,4:20,3.0,4.0,NYJ 41,7.0,3.0,"Zach Wilson sacked by Dexter Lawrence for -6 yards. Penalty on Mekhi Becton: Unnecessary Roughness / Offense, 15 yards (accepted)",0.83,-2.03,8.0,2023,115
2,4:13,4.0,25.0,NYJ 20,7.0,3.0,"Thomas Morstead punts 40 yards, returned by Gunner Olszewski for 1 yard (tackle by Chazz Surratt). Penalty on Isaiah Simmons: Personal Foul / Offense, 15 yards (accepted)",-2.03,-0.67,8.0,2023,115
