Quarter,Time,Down,ToGo,Location,NYJ,NYG,Detail,EPB,EPA,week,year,game_id
2,3:49,1.0,10.0,NYG 26,7.0,3.0,Tommy DeVito pass incomplete short right intended for Daniel Bellinger (defended by Jordan Whitehead),0.67,0.13,8.0,2023,115
2,3:45,2.0,10.0,NYG 26,7.0,3.0,Saquon Barkley up the middle for 4 yards (tackle by Quinnen Williams),0.13,-0.03,8.0,2023,115
2,3:08,3.0,6.0,NYG 30,7.0,3.0,Tommy DeVito scrambles left end for 5 yards (tackle by C.J. Mosley),-0.03,-1.04,8.0,2023,115
2,2:30,4.0,1.0,NYG 35,7.0,3.0,Jamie Gillan punts 23 yards out of bounds,-1.04,-1.73,8.0,2023,115
2,2:28,1.0,10.0,NYJ 42,7.0,3.0,"Zach Wilson aborted snap, recovered by Micah McFadden at NYJ-41",1.73,-2.85,8.0,2023,115
2,2:24,1.0,10.0,NYJ 41,7.0,3.0,Saquon Barkley up the middle for 6 yards (tackle by John Franklin-Myers and Jermaine Johnson),2.85,3.12,8.0,2023,115
2,2:00,2.0,4.0,NYJ 35,7.0,3.0,Tommy DeVito sacked by Jermaine Johnson for -4 yards,3.12,1.88,8.0,2023,115
2,1:20,3.0,8.0,NYJ 39,7.0,3.0,Tommy DeVito pass incomplete short left intended for Saquon Barkley (defended by C.J. Mosley),1.88,0.66,8.0,2023,115
2,1:17,4.0,8.0,NYJ 39,7.0,3.0,"Penalty on NYG: Delay of Game, 6 yards (accepted) (no play)",0.66,0.27,8.0,2023,115
2,1:15,4.0,14.0,NYJ 45,7.0,3.0,"Jamie Gillan punts 35 yards, fair catch by D.J. Reed at NYJ-10",0.27,0.38,8.0,2023,115
2,1:11,1.0,10.0,NYJ 10,7.0,3.0,Michael Carter up the middle for 1 yard (tackle by Leonard Williams and Kayvon Thibodeaux),-0.38,-0.71,8.0,2023,115
2,1:07,,,,,,Timeout #1 by New York Giants,,,8.0,2023,115
2,1:07,2.0,9.0,NYJ 11,7.0,3.0,Michael Carter left end for 1 yard (tackle by Bobby Okereke),-0.71,-1.19,8.0,2023,115
2,1:00,3.0,8.0,NYJ 12,7.0,3.0,Zach Wilson pass incomplete short left intended for Garrett Wilson (defended by Deonte Banks),-1.19,-2.49,8.0,2023,115
2,0:53,4.0,8.0,NYJ 12,7.0,3.0,"Thomas Morstead punts 55 yards, returned by Gunner Olszewski for 15 yards (tackle by Samuel Eguavoen and Thomas Hennessy)",-2.49,-2.13,8.0,2023,115
2,0:41,1.0,10.0,NYG 48,7.0,3.0,Tommy DeVito pass incomplete short right intended for Wan'Dale Robinson,2.13,1.58,8.0,2023,115
2,0:38,2.0,10.0,NYG 48,7.0,3.0,Tommy DeVito sacked by Jermaine Johnson for -5 yards,1.58,0.23,8.0,2023,115
2,0:12,3.0,15.0,NYG 43,7.0,3.0,Tommy DeVito scrambles right end for 3 yards (tackle by Sauce Gardner),0.23,-0.32,8.0,2023,115
2,0:08,4.0,12.0,NYG 46,7.0,3.0,Jamie Gillan punts 42 yards downed by Nick McCloud,-0.32,1.99,8.0,2023,115
3,15:00,,,NYJ 35,7.0,3.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,115
3,15:00,1.0,10.0,NYG 25,7.0,3.0,Saquon Barkley left end for 6 yards (tackle by Tony Adams and Jordan Whitehead),0.61,0.87,8.0,2023,115
3,14:19,2.0,4.0,NYG 31,7.0,3.0,Saquon Barkley up the middle for 34 yards (tackle by Jordan Whitehead),0.87,3.25,8.0,2023,115
3,13:44,1.0,10.0,NYJ 35,7.0,3.0,Matt Breida right tackle for no gain (tackle by Quincy Williams),3.25,2.7,8.0,2023,115
3,13:12,2.0,10.0,NYJ 35,7.0,3.0,"Tommy DeVito pass incomplete short left intended for Wan'Dale Robinson. Penalty on Quincy Williams: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",2.7,4.24,8.0,2023,115
3,13:10,1.0,10.0,NYJ 20,7.0,3.0,Saquon Barkley up the middle for -4 yards (tackle by Quinnen Williams),4.24,3.15,8.0,2023,115
3,12:32,2.0,14.0,NYJ 24,7.0,3.0,Saquon Barkley right tackle for 8 yards (tackle by Sauce Gardner),3.15,3.52,8.0,2023,115
3,11:53,3.0,6.0,NYJ 16,7.0,3.0,Saquon Barkley up the middle for 6 yards (tackle by Tony Adams and Jordan Whitehead),3.52,4.91,8.0,2023,115
3,11:17,1.0,10.0,NYJ 10,7.0,3.0,Saquon Barkley right tackle for -1 yards (tackle by John Franklin-Myers),4.91,4.02,8.0,2023,115
3,10:47,2.0,11.0,NYJ 11,7.0,3.0,Matt Breida up the middle for 1 yard (tackle by Quincy Williams and John Franklin-Myers),4.02,3.13,8.0,2023,115
3,10:09,3.0,10.0,NYJ 10,7.0,3.0,"Tommy DeVito up the middle for no gain (tackle by Quincy Williams). Penalty on Jermaine Johnson: Unnecessary Roughness / Defense, 5 yards (accepted) (no play)",3.13,6.06,8.0,2023,115
3,9:51,1.0,5.0,NYJ 5,7.0,3.0,Saquon Barkley up the middle for -1 yards (tackle by Micheal Clemons and Bryce Huff),6.06,4.95,8.0,2023,115
3,9:09,2.0,6.0,NYJ 6,7.0,3.0,Tommy DeVito pass incomplete short right,4.95,4.04,8.0,2023,115
3,9:03,3.0,6.0,NYJ 6,7.0,9.0,"Tommy DeVito for 6 yards, touchdown",4.04,7.0,8.0,2023,115
3,8:59,,,NYJ 15,7.0,10.0,Graham Gano kicks extra point good,0.0,0.0,8.0,2023,115
3,8:59,,,NYG 35,7.0,10.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,115
3,8:59,1.0,10.0,NYJ 25,7.0,10.0,Breece Hall right guard for -1 yards (tackle by Bobby Okereke and Kayvon Thibodeaux),0.61,-0.07,8.0,2023,115
3,8:22,2.0,11.0,NYJ 24,7.0,10.0,"Penalty on Max Mitchell: False Start, 5 yards (accepted) (no play)",-0.07,-0.81,8.0,2023,115
3,7:59,2.0,16.0,NYJ 19,7.0,10.0,"Zach Wilson pass incomplete short middle intended for Garrett Wilson. Penalty on Deonte Banks: Defensive Pass Interference, 7 yards (accepted) (no play)",-0.81,0.67,8.0,2023,115
3,7:56,1.0,10.0,NYJ 26,7.0,10.0,Breece Hall right guard for 4 yards (tackle by Dexter Lawrence),0.67,0.67,8.0,2023,115
3,7:20,2.0,6.0,NYJ 30,7.0,10.0,Zach Wilson pass incomplete short right intended for Garrett Wilson,0.67,-0.03,8.0,2023,115
3,7:14,3.0,6.0,NYJ 30,7.0,10.0,Zach Wilson scrambles right tackle for 2 yards (tackle by Kayvon Thibodeaux),-0.03,-1.24,8.0,2023,115
3,6:40,4.0,4.0,NYJ 32,7.0,10.0,"Thomas Morstead punts 45 yards, returned by Gunner Olszewski for 11 yards (tackle by Jamien Sherwood and Jeremy Ruckert)",-1.24,-1.2,8.0,2023,115
3,6:23,1.0,10.0,NYG 34,7.0,10.0,Saquon Barkley right guard for 1 yard (tackle by Quincy Williams and Tony Adams),1.2,0.79,8.0,2023,115
3,5:51,2.0,9.0,NYG 35,7.0,10.0,Saquon Barkley up the middle for -1 yards (tackle by Jordan Whitehead and Quinton Jefferson),0.79,-0.03,8.0,2023,115
3,5:14,3.0,10.0,NYG 34,7.0,10.0,"Saquon Barkley right tackle for 3 yards (tackle by Tony Adams). Penalty on Mark Glowinski: Offensive Holding, 10 yards (declined)",-0.03,-0.91,8.0,2023,115
3,5:02,4.0,7.0,NYG 37,7.0,10.0,Jamie Gillan punts 40 yards out of bounds,-0.91,-0.48,8.0,2023,115
3,4:58,1.0,10.0,NYJ 23,7.0,10.0,Breece Hall left tackle for 2 yards (tackle by Xavier McKinney and Oshane Ximines),0.48,0.2,8.0,2023,115
3,4:26,2.0,8.0,NYJ 25,7.0,10.0,Zach Wilson pass complete short left to Garrett Wilson for 7 yards (tackle by Deonte Banks),0.2,0.43,8.0,2023,115
3,3:41,3.0,1.0,NYJ 32,7.0,10.0,Zach Wilson pass incomplete short left intended for Tyler Conklin,0.43,-1.24,8.0,2023,115
3,3:36,4.0,1.0,NYJ 32,7.0,10.0,"Thomas Morstead punts 53 yards, returned by Gunner Olszewski for 12 yards. Gunner Olszewski fumbles (forced by Ashtyn Davis). Gunner Olszewski fumbles out of bounds",-1.24,-0.74,8.0,2023,115
3,3:24,1.0,10.0,NYG 27,7.0,10.0,Wan'Dale Robinson left end for 10 yards (tackle by Tony Adams),0.74,1.4,8.0,2023,115
3,2:49,1.0,10.0,NYG 37,7.0,10.0,Saquon Barkley left tackle for 4 yards (tackle by Quinnen Williams),1.4,1.4,8.0,2023,115
3,2:10,2.0,6.0,NYG 41,7.0,10.0,Saquon Barkley right end for -5 yards (tackle by Quincy Williams),1.4,0.04,8.0,2023,115
3,1:27,3.0,11.0,NYG 36,7.0,10.0,Matt Breida left guard for 6 yards (tackle by Quinton Jefferson),0.04,-0.59,8.0,2023,115
3,0:41,4.0,5.0,NYG 42,7.0,10.0,"Jamie Gillan punts 42 yards, fair catch by Xavier Gipson at NYJ-16",-0.59,0.14,8.0,2023,115
3,0:36,1.0,10.0,NYJ 16,7.0,10.0,Zach Wilson pass complete short left to Breece Hall for -1 yards (tackle by Bobby Okereke),-0.14,-0.78,8.0,2023,115
4,15:00,2.0,11.0,NYJ 15,7.0,10.0,Zach Wilson pass complete short right to Breece Hall for 10 yards (tackle by Jihad Ward),-0.78,-0.2,8.0,2023,115
4,14:18,3.0,1.0,NYJ 25,7.0,10.0,Zach Wilson pass incomplete short right intended for Breece Hall,-0.2,-1.7,8.0,2023,115
4,14:15,4.0,1.0,NYJ 25,7.0,10.0,"Thomas Morstead punts 43 yards, fair catch by Gunner Olszewski at NYG-32",-1.7,-1.07,8.0,2023,115
4,14:08,1.0,10.0,NYG 32,7.0,10.0,Saquon Barkley left tackle for 3 yards (tackle by Tony Adams and Quinnen Williams),1.07,0.93,8.0,2023,115
4,13:29,2.0,7.0,NYG 35,7.0,10.0,Saquon Barkley left end for no gain (tackle by Quinnen Williams and Michael Carter),0.93,0.23,8.0,2023,115
4,12:51,3.0,7.0,NYG 35,7.0,10.0,Saquon Barkley up the middle for 1 yard (tackle by C.J. Mosley and Jermaine Johnson),0.23,-0.98,8.0,2023,115
4,12:05,4.0,6.0,NYG 36,7.0,10.0,"Jamie Gillan punts 42 yards, returned by Xavier Gipson for 6 yards (tackle by Jashaun Corbin and Micah McFadden)",-0.98,-0.81,8.0,2023,115
4,11:53,1.0,10.0,NYJ 28,7.0,10.0,Garrett Wilson right end for 6 yards (tackle by Cordale Flott),0.81,1.07,8.0,2023,115
4,11:13,2.0,4.0,NYJ 34,7.0,10.0,"Zach Wilson pass complete deep left to Garrett Wilson for 17 yards NYG challenged the pass completion ruling, and the play was upheld.",1.07,2.32,8.0,2023,115
4,11:06,1.0,10.0,NYG 49,7.0,10.0,Breece Hall left end for -3 yards (tackle by Kayvon Thibodeaux and Rakeem Nunez-Roches),2.32,1.38,8.0,2023,115
4,10:24,2.0,13.0,NYJ 48,7.0,10.0,Zach Wilson pass incomplete deep middle intended for Jeremy Ruckert,1.38,0.7,8.0,2023,115
4,10:20,3.0,13.0,NYJ 48,7.0,10.0,Zach Wilson scrambles right end for 6 yards (tackle by Bobby Okereke),0.7,0.2,8.0,2023,115
4,9:29,4.0,7.0,NYG 46,7.0,10.0,Thomas Morstead punts 43 yards out of bounds,0.2,0.38,8.0,2023,115
4,9:21,1.0,10.0,NYG 3,7.0,10.0,Saquon Barkley up the middle for 2 yards (tackle by Quincy Williams),-0.38,-0.63,8.0,2023,115
4,8:39,2.0,8.0,NYG 5,7.0,10.0,Saquon Barkley left tackle for 5 yards (tackle by Quinnen Williams),-0.63,-0.6,8.0,2023,115
4,7:59,3.0,3.0,NYG 10,7.0,10.0,Tommy DeVito right end for -2 yards (tackle by Jordan Whitehead),-0.6,-2.49,8.0,2023,115
4,7:19,4.0,5.0,NYG 8,7.0,10.0,"Penalty on Micheal Clemons: Neutral Zone Infraction, 5 yards (accepted) (no play)",-2.49,-0.32,8.0,2023,115
4,7:19,1.0,10.0,NYG 13,7.0,10.0,Saquon Barkley right tackle for 9 yards (tackle by C.J. Mosley and Quinton Jefferson),-0.32,0.49,8.0,2023,115
4,6:35,2.0,1.0,NYG 22,7.0,10.0,Saquon Barkley left guard for 6 yards (tackle by Tony Adams),0.49,0.81,8.0,2023,115
4,5:44,1.0,10.0,NYG 28,7.0,10.0,Saquon Barkley right guard for 9 yards (tackle by D.J. Reed),0.81,1.48,8.0,2023,115
4,5:03,2.0,1.0,NYG 37,7.0,10.0,Saquon Barkley left guard for 2 yards (tackle by Quinnen Williams and Jordan Whitehead),1.48,1.53,8.0,2023,115
4,4:20,1.0,10.0,NYG 39,7.0,10.0,Matt Breida right guard for 3 yards (tackle by Jermaine Johnson),1.53,1.39,8.0,2023,115
4,3:35,2.0,7.0,NYG 42,7.0,10.0,Matt Breida right tackle for 3 yards (tackle by C.J. Mosley),1.39,1.09,8.0,2023,115
4,2:54,3.0,4.0,NYG 45,7.0,10.0,Saquon Barkley right guard for -2 yards (tackle by Tony Adams and Quincy Williams),1.09,-0.52,8.0,2023,115
4,2:47,,,,,,Timeout #1 by New York Jets,,,8.0,2023,115
4,2:47,4.0,6.0,NYG 43,7.0,10.0,Jamie Gillan punts 32 yards downed by Carter Coughlin,-0.52,-0.61,8.0,2023,115
4,2:38,1.0,10.0,NYJ 25,7.0,10.0,Zach Wilson pass complete short left to Breece Hall for -1 yards (tackle by Bobby Okereke),0.61,-0.07,8.0,2023,115
4,2:34,2.0,11.0,NYJ 24,7.0,10.0,Zach Wilson pass incomplete deep left intended for Garrett Wilson (defended by Cordale Flott),-0.07,-0.76,8.0,2023,115
4,2:27,3.0,11.0,NYJ 24,7.0,10.0,Zach Wilson scrambles left end for 17 yards (tackle by Xavier McKinney),-0.76,1.66,8.0,2023,115
4,2:19,1.0,10.0,NYJ 41,7.0,10.0,Zach Wilson sacked by Kayvon Thibodeaux for -10 yards,1.66,-0.23,8.0,2023,115
4,2:00,2.0,20.0,NYJ 31,7.0,10.0,Zach Wilson pass complete short left to Allen Lazard for 10 yards (tackle by Adoree' Jackson),-0.23,0.43,8.0,2023,115
4,1:36,3.0,10.0,NYJ 41,7.0,10.0,"Zach Wilson pass incomplete short middle intended for Allen Lazard (defended by Adoree' Jackson) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.43,-0.65,8.0,2023,115
4,1:33,4.0,10.0,NYJ 41,7.0,10.0,Zach Wilson sacked by Kayvon Thibodeaux for -15 yards,-0.65,-3.84,8.0,2023,115
4,1:26,1.0,10.0,NYJ 26,7.0,10.0,Saquon Barkley left end for 6 yards (tackle by Jordan Whitehead),3.84,4.11,8.0,2023,115
4,1:19,,,,,,Timeout #2 by New York Jets,,,8.0,2023,115
