Player,Pos,home_team,team,week,year,game_id
Gardner Minshew II,QB,1,Colts,8.0,2023,112
Jonathan Taylor,RB,1,Colts,8.0,2023,112
Alec Pierce,WR,1,Colts,8.0,2023,112
Michael Pittman Jr.,WR,1,Colts,8.0,2023,112
Josh Downs,WR,1,Colts,8.0,2023,112
Andrew Ogletree,TE,1,Colts,8.0,2023,112
Will Fries,OL,1,Colts,8.0,2023,112
Blake Freeland,T,1,Colts,8.0,2023,112
Bernhard Raimann,T,1,Colts,8.0,2023,112
Quenton Nelson,G,1,Colts,8.0,2023,112
Ryan Kelly,C,1,Colts,8.0,2023,112
Samson Ebukam,DE,1,Colts,8.0,2023,112
Kwity Paye,DE,1,Colts,8.0,2023,112
DeForest Buckner,DT,1,Colts,8.0,2023,112
Taven Bryan,DT,1,Colts,8.0,2023,112
Zaire Franklin,LB,1,Colts,8.0,2023,112
Shaquille Leonard,LB,1,Colts,8.0,2023,112
Tony Brown,CB,1,Colts,8.0,2023,112
Kenny Moore,CB,1,Colts,8.0,2023,112
Jaylon Jones,CB,1,Colts,8.0,2023,112
Julian Blackmon,S,1,Colts,8.0,2023,112
Rodney Thomas II,S,1,Colts,8.0,2023,112
