Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Jimmy Garoppolo,LVR,10,21,126,0,1,6,49,19,46.9,8.0,2023,122
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,8.0,2023,122
Ameer Abdullah,LVR,0,0,0,0,0,0,0,0,,8.0,2023,122
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,8.0,2023,122
Jakobi Meyers,LVR,0,0,0,0,0,0,0,0,,8.0,2023,122
Austin Hooper,LVR,0,0,0,0,0,0,0,0,,8.0,2023,122
Michael Mayer,LVR,0,0,0,0,0,0,0,0,,8.0,2023,122
Davante Adams,LVR,0,0,0,0,0,0,0,0,,8.0,2023,122
Jared Goff,DET,26,37,272,1,1,0,0,44,89.0,8.0,2023,122
Amon-Ra St. Brown,DET,0,0,0,0,0,1,8,0,,8.0,2023,122
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,8.0,2023,122
Craig Reynolds,DET,0,0,0,0,0,0,0,0,,8.0,2023,122
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,8.0,2023,122
Jameson Williams,DET,0,0,0,0,0,0,0,0,,8.0,2023,122
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,8.0,2023,122
Brock Wright,DET,0,0,0,0,0,0,0,0,,8.0,2023,122
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,8.0,2023,122
