Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Darrell Henderson,LAR,12,31,0,1.0,10,0.8,21,1.8,0,,8.0,2023,109
Royce Freeman,LAR,9,44,1,3.0,19,2.1,25,2.8,0,,8.0,2023,109
Tutu Atwell,LAR,2,8,0,1.0,8,4.0,0,0.0,0,,8.0,2023,109
Matthew Stafford,LAR,1,9,0,0.0,9,9.0,0,0.0,0,,8.0,2023,109
Tony Pollard,DAL,12,53,0,2.0,33,2.8,20,1.7,0,,8.0,2023,109
Rico Dowdle,DAL,5,18,0,1.0,8,1.6,10,2.0,0,,8.0,2023,109
Dak Prescott,DAL,4,19,0,2.0,19,4.8,0,0.0,0,,8.0,2023,109
Cooper Rush,DAL,3,-3,0,,-3,-1.0,0,0.0,0,,8.0,2023,109
Brandin Cooks,DAL,1,3,0,0.0,2,2.0,1,1.0,0,,8.0,2023,109
CeeDee Lamb,DAL,1,12,0,1.0,9,9.0,3,3.0,0,,8.0,2023,109
