Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
P.J. Walker,CLE,6,27,0,9,8.0,2023,117
Dorian Thompson-Robinson,CLE,0,0,0,0,8.0,2023,117
Kareem Hunt,CLE,14,55,1,9,8.0,2023,117
Pierre Strong,CLE,10,41,0,12,8.0,2023,117
Jerome Ford,CLE,9,37,0,12,8.0,2023,117
Amari Cooper,CLE,0,0,0,0,8.0,2023,117
David Njoku,CLE,0,0,0,0,8.0,2023,117
Elijah Moore,CLE,0,0,0,0,8.0,2023,117
Jordan Akins,CLE,0,0,0,0,8.0,2023,117
Harrison Bryant,CLE,0,0,0,0,8.0,2023,117
Marquise Goodwin,CLE,1,-5,0,-5,8.0,2023,117
Geno Smith,SEA,2,-3,0,-1,8.0,2023,117
Kenneth Walker III,SEA,8,66,0,45,8.0,2023,117
Zach Charbonnet,SEA,5,53,0,21,8.0,2023,117
Jake Bobo,SEA,1,3,1,3,8.0,2023,117
Tyler Lockett,SEA,0,0,0,0,8.0,2023,117
D.K. Metcalf,SEA,0,0,0,0,8.0,2023,117
Jaxon Smith-Njigba,SEA,0,0,0,0,8.0,2023,117
Noah Fant,SEA,0,0,0,0,8.0,2023,117
D'Wayne Eskridge,SEA,1,-5,0,-5,8.0,2023,117
