Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Lamar Jackson,BAL,0,0,8.0,2023,119
Gus Edwards,BAL,1,0,8.0,2023,119
Rashod Bateman,BAL,0,0,8.0,2023,119
Justice Hill,BAL,0,0,8.0,2023,119
Mark Andrews,BAL,0,0,8.0,2023,119
Zay Flowers,BAL,0,0,8.0,2023,119
Isaiah Likely,BAL,0,0,8.0,2023,119
Odell Beckham Jr.,BAL,0,0,8.0,2023,119
Nelson Agholor,BAL,0,0,8.0,2023,119
Joshua Dobbs,ARI,1,0,8.0,2023,119
Emari Demercado,ARI,0,0,8.0,2023,119
Rondale Moore,ARI,0,0,8.0,2023,119
Keaontay Ingram,ARI,0,0,8.0,2023,119
Damien Williams,ARI,0,0,8.0,2023,119
Trey McBride,ARI,0,0,8.0,2023,119
Michael Wilson,ARI,0,0,8.0,2023,119
Marquise Brown,ARI,0,0,8.0,2023,119
Zach Pascal,ARI,0,0,8.0,2023,119
