Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Isiah Pacheco,KAN,8,40,0,1.0,15,1.9,25,3.1,1,8.0,8.0,2023,120
Patrick Mahomes,KAN,3,20,0,1.0,18,6.0,2,0.7,0,,8.0,2023,120
Jerick McKinnon,KAN,2,-2,0,1.0,-2,-1.0,0,0.0,0,,8.0,2023,120
Clyde Edwards-Helaire,KAN,1,4,0,,1,1.0,3,3.0,1,1.0,8.0,2023,120
Mecole Hardman,KAN,1,3,0,0.0,3,3.0,0,0.0,0,,8.0,2023,120
Kadarius Toney,KAN,1,-3,0,,-3,-3.0,0,0.0,0,,8.0,2023,120
Javonte Williams,DEN,27,85,0,4.0,52,1.9,33,1.2,3,9.0,8.0,2023,120
Russell Wilson,DEN,8,30,0,4.0,30,3.8,0,0.0,0,,8.0,2023,120
Jaleel McLaughlin,DEN,4,33,0,2.0,17,4.3,16,4.0,1,4.0,8.0,2023,120
Samaje Perine,DEN,1,5,0,0.0,3,3.0,2,2.0,0,,8.0,2023,120
