Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Tay Gowan,,,1,0,0.0%,,,0.0,,39.6,,,,0,0,0,,0,,0,,8.0,2023,111
Jeff Okudah,ATL,0.0,5,3,60.0%,16.0,5.3,3.2,0.0,65.4,15.6,-1.0,17.0,0,0,0,0.0,0,5.0,0,0.0%,8.0,2023,111
Nathan Landman,ATL,0.0,2,2,100.0%,20.0,10.0,10.0,1.0,147.9,0.5,1.0,19.0,0,0,1,0.0,1,8.0,2,20.0%,8.0,2023,111
Kaden Elliss,ATL,0.0,4,2,50.0%,7.0,3.5,1.8,0.0,56.2,7.5,6.0,1.0,1,0,1,0.0,1,8.0,0,0.0%,8.0,2023,111
AJ Terrell,ATL,0.0,5,2,40.0%,53.0,26.5,10.6,1.0,119.2,18.6,49.0,4.0,0,0,0,0.0,0,3.0,0,0.0%,8.0,2023,111
DeAundre Alford,ATL,0.0,3,2,66.7%,13.0,6.5,4.3,0.0,75.7,3.7,-1.0,14.0,0,0,0,0.0,0,5.0,0,0.0%,8.0,2023,111
Richie Grant,ATL,0.0,3,2,66.7%,71.0,35.5,23.7,1.0,149.3,31.7,53.0,18.0,0,0,0,0.0,0,9.0,0,0.0%,8.0,2023,111
Jessie Bates III,ATL,0.0,2,2,100.0%,36.0,18.0,18.0,1.0,158.3,15.0,30.0,6.0,0,0,0,0.0,0,7.0,2,22.2%,8.0,2023,111
David Onyemata,ATL,0.0,1,1,100.0%,4.0,4.0,4.0,0.0,83.3,-5.0,-5.0,9.0,0,0,2,0.0,2,3.0,0,0.0%,8.0,2023,111
Lorenzo Carter,ATL,0.0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,-2.0,-2.0,7.0,0,0,2,0.0,2,4.0,0,0.0%,8.0,2023,111
Arnold Ebiketie,ATL,0.0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,3.0,3.0,2.0,0,0,0,1.0,1,2.0,0,0.0%,8.0,2023,111
LaCale London,ATL,0.0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,-3.0,-3.0,11.0,0,0,0,0.0,0,0.0,0,,8.0,2023,111
Calais Campbell,ATL,0.0,0,0,,,,,,,,,,0,0,2,0.0,2,1.0,0,0.0%,8.0,2023,111
Ta'Quon Graham,ATL,0.0,0,0,,,,,,,,,,0,0,1,0.0,1,2.0,0,0.0%,8.0,2023,111
Bud Dupree,ATL,0.0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,1.0,1,3.0,0,0.0%,8.0,2023,111
Eric Garror,TEN,0.0,8,6,75.0%,41.0,6.8,5.1,1.0,125.5,5.3,36.0,5.0,1,0,1,0.0,1,4.0,0,0.0%,8.0,2023,111
Amani Hooker,TEN,0.0,7,5,71.4%,64.0,12.8,9.1,0.0,99.7,13.0,44.0,20.0,0,0,0,0.0,0,7.0,2,22.2%,8.0,2023,111
Jack Gibbens,TEN,0.0,3,2,66.7%,41.0,20.5,13.7,0.0,109.7,9.7,31.0,10.0,2,0,0,1.0,1,5.0,0,0.0%,8.0,2023,111
Azeez Al-Shaair,TEN,0.0,3,2,66.7%,19.0,9.5,6.3,0.0,84.0,1.7,12.0,7.0,0,0,1,0.0,1,11.0,0,0.0%,8.0,2023,111
Kristian Fulton,TEN,0.0,6,2,33.3%,12.0,6.0,2.0,0.0,42.4,15.0,10.0,2.0,0,0,0,0.0,0,9.0,1,10.0%,8.0,2023,111
Harold Landry,TEN,0.0,2,1,50.0%,6.0,6.0,3.0,0.0,56.2,5.5,4.0,2.0,0,1,0,2.0,3,5.0,0,0.0%,8.0,2023,111
Sean Murphy-Bunting,TEN,0.0,2,1,50.0%,52.0,52.0,26.0,0.0,95.8,11.5,18.0,34.0,0,0,0,0.0,0,2.0,0,0.0%,8.0,2023,111
Elijah Molden,TEN,0.0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,11.0,11.0,0.0,1,0,0,0.0,0,7.0,0,0.0%,8.0,2023,111
Jeffery Simmons,TEN,0.0,0,0,,,,,,,,,,0,0,1,2.0,3,5.0,0,0.0%,8.0,2023,111
Arden Key,TEN,0.0,0,0,,,,,,,,,,0,0,1,0.0,1,2.0,0,0.0%,8.0,2023,111
Denico Autry,TEN,0.0,0,0,,,,,,,,,,0,0,0,1.0,1,4.0,0,0.0%,8.0,2023,111
Naquan Jones,TEN,0.0,1,0,0.0%,,,0.0,,39.6,-2.0,,,0,0,0,0.0,0,0.0,0,,8.0,2023,111
Terrell Edmunds,TEN,0.0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,2.0,0,0.0%,8.0,2023,111
