Player,Pos,home_team,team,week,year,game_id
Justin Herbert,QB,1,Chargers,8.0,2023,121
Austin Ekeler,RB,1,Chargers,8.0,2023,121
Keenan Allen,WR,1,Chargers,8.0,2023,121
Josh Palmer,WR,1,Chargers,8.0,2023,121
Stone Smartt,TE,1,Chargers,8.0,2023,121
Donald Parham,TE,1,Chargers,8.0,2023,121
Will Clapp,OL,1,Chargers,8.0,2023,121
Jamaree Salyer,OL,1,Chargers,8.0,2023,121
Rashawn Slater,T,1,Chargers,8.0,2023,121
Trey Pipkins,T,1,Chargers,8.0,2023,121
Zion Johnson,G,1,Chargers,8.0,2023,121
Nick Williams,DL,1,Chargers,8.0,2023,121
Austin Johnson,DL,1,Chargers,8.0,2023,121
Sebastian Joseph-Day,DL,1,Chargers,8.0,2023,121
Joey Bosa,OLB,1,Chargers,8.0,2023,121
Khalil Mack,OLB,1,Chargers,8.0,2023,121
Kenneth Murray,LB,1,Chargers,8.0,2023,121
Eric Kendricks,LB,1,Chargers,8.0,2023,121
Asante Samuel Jr.,CB,1,Chargers,8.0,2023,121
Michael Davis,CB,1,Chargers,8.0,2023,121
Derwin James,S,1,Chargers,8.0,2023,121
Alohi Gilman,S,1,Chargers,8.0,2023,121
