Quarter,Time,Tm,Detail,JAX,PIT,week,year,game_id
1.0,10:47,Jaguars,Brandon McManus 50 yard field goal,3,0,8.0,2023,113
,5:54,Jaguars,Brandon McManus 51 yard field goal,6,0,8.0,2023,113
2.0,3:59,Steelers,Chris Boswell 22 yard field goal,6,3,8.0,2023,113
,1:04,Jaguars,Brandon McManus 38 yard field goal,9,3,8.0,2023,113
3.0,5:05,Jaguars,Travis Etienne 56 yard pass from Trevor Lawrence (Travis Etienne run),17,3,8.0,2023,113
,0:53,Steelers,George Pickens 22 yard pass from Mitchell Trubisky (Chris Boswell kick),17,10,8.0,2023,113
4.0,4:35,Jaguars,Brandon McManus 37 yard field goal,20,10,8.0,2023,113
