Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Dameon Pierce,HOU,12,46,0,1.0,12,1.0,34,2.8,1,12.0,8.0,2023,108
Devin Singletary,HOU,10,30,0,1.0,6,0.6,24,2.4,4,2.5,8.0,2023,108
Tank Dell,HOU,3,15,0,1.0,-2,-0.7,17,5.7,2,1.5,8.0,2023,108
Andrew Beck,HOU,2,1,1,1.0,1,0.5,0,0.0,0,,8.0,2023,108
C.J. Stroud,HOU,2,13,1,2.0,12,6.0,1,0.5,0,,8.0,2023,108
Mike Boone,HOU,1,5,0,0.0,4,4.0,1,1.0,0,,8.0,2023,108
Chuba Hubbard,CAR,15,28,0,2.0,10,0.7,18,1.2,2,7.5,8.0,2023,108
Bryce Young,CAR,4,11,0,1.0,6,1.5,5,1.3,1,4.0,8.0,2023,108
Raheem Blackshear,CAR,3,5,0,0.0,-1,-0.3,6,2.0,1,3.0,8.0,2023,108
Miles Sanders,CAR,2,0,0,,-4,-2.0,4,2.0,0,,8.0,2023,108
