Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Ryan Tannehill,TEN,3,1,1,1,15.0,2022,222
Malik Willis,TEN,1,8,0,8,15.0,2022,222
Derrick Henry,TEN,21,104,1,13,15.0,2022,222
Hassan Haskins,TEN,1,8,0,8,15.0,2022,222
Chigoziem Okonkwo,TEN,1,6,0,6,15.0,2022,222
Austin Hooper,TEN,0,0,0,0,15.0,2022,222
Chris Conley,TEN,0,0,0,0,15.0,2022,222
Robert Woods,TEN,0,0,0,0,15.0,2022,222
Racey McMath,TEN,0,0,0,0,15.0,2022,222
Nick Westbrook-Ikhine,TEN,0,0,0,0,15.0,2022,222
Justin Herbert,LAC,1,2,0,2,15.0,2022,222
Austin Ekeler,LAC,12,58,1,12,15.0,2022,222
Joshua Kelley,LAC,10,24,1,4,15.0,2022,222
Keenan Allen,LAC,0,0,0,0,15.0,2022,222
Mike Williams,LAC,0,0,0,0,15.0,2022,222
Josh Palmer,LAC,0,0,0,0,15.0,2022,222
Gerald Everett,LAC,0,0,0,0,15.0,2022,222
Donald Parham,LAC,0,0,0,0,15.0,2022,222
DeAndre Carter,LAC,1,-10,0,-10,15.0,2022,222
