Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Colt McCoy,ARI,13,21,78,0,1,2,4,16,49.3,15.0,2022,219
Trace McSorley,ARI,7,15,95,0,2,1,2,29,27.8,15.0,2022,219
James Conner,ARI,0,0,0,0,0,0,0,0,,15.0,2022,219
DeAndre Hopkins,ARI,0,0,0,0,0,0,0,0,,15.0,2022,219
Trey McBride,ARI,0,0,0,0,0,0,0,0,,15.0,2022,219
Marquise Brown,ARI,0,0,0,0,0,0,0,0,,15.0,2022,219
Maxx Williams,ARI,0,0,0,0,0,0,0,0,,15.0,2022,219
A.J. Green,ARI,0,0,0,0,0,0,0,0,,15.0,2022,219
Keaontay Ingram,ARI,0,0,0,0,0,0,0,0,,15.0,2022,219
Robbie Chosen,ARI,0,0,0,0,0,0,0,0,,15.0,2022,219
Brett Rypien,DEN,21,26,197,1,1,7,41,19,95.0,15.0,2022,219
Latavius Murray,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Marlon Mack,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Devine Ozigbo,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Andrew Beck,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Brandon Johnson,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Eric Tomlinson,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Greg Dulcich,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Freddie Swain,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
Eric Saubert,DEN,0,0,0,0,0,0,0,0,,15.0,2022,219
