Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Ben Powers,G,63,100%,0,0%,3,17%,0,Ravens,15.0,2022,211
Morgan Moses,T,63,100%,0,0%,3,17%,0,Ravens,15.0,2022,211
Kevin Zeitler,G,63,100%,0,0%,0,0%,0,Ravens,15.0,2022,211
Ronnie Stanley,T,63,100%,0,0%,0,0%,0,Ravens,15.0,2022,211
Tyler Linderbaum,C,63,100%,0,0%,0,0%,0,Ravens,15.0,2022,211
Tyler Huntley,QB,63,100%,0,0%,0,0%,0,Ravens,15.0,2022,211
Mark Andrews,TE,58,92%,0,0%,0,0%,0,Ravens,15.0,2022,211
Devin Duvernay,WR,45,71%,0,0%,7,39%,0,Ravens,15.0,2022,211
Demarcus Robinson,WR,40,63%,0,0%,0,0%,0,Ravens,15.0,2022,211
Patrick Ricard,FB,35,56%,0,0%,4,22%,0,Ravens,15.0,2022,211
Isaiah Likely,TE,28,44%,0,0%,4,22%,0,Ravens,15.0,2022,211
Josh Oliver,TE,26,41%,0,0%,4,22%,0,Ravens,15.0,2022,211
Justice Hill,RB,24,38%,0,0%,10,56%,0,Ravens,15.0,2022,211
J.K. Dobbins,RB,24,38%,0,0%,0,0%,0,Ravens,15.0,2022,211
DeSean Jackson,WR,20,32%,0,0%,0,0%,0,Ravens,15.0,2022,211
Gus Edwards,RB,11,17%,0,0%,0,0%,0,Ravens,15.0,2022,211
James Proche,WR,3,5%,0,0%,2,11%,0,Ravens,15.0,2022,211
Nick Boyle,TE,1,2%,0,0%,4,22%,0,Ravens,15.0,2022,211
Chuck Clark,SS,0,0%,66,100%,5,28%,0,Ravens,15.0,2022,211
Marlon Humphrey,CB,0,0%,66,100%,0,0%,0,Ravens,15.0,2022,211
Roquan Smith,LB,0,0%,65,98%,0,0%,0,Ravens,15.0,2022,211
Marcus Williams,FS,0,0%,64,97%,0,0%,0,Ravens,15.0,2022,211
Patrick Queen,LB,0,0%,64,97%,0,0%,0,Ravens,15.0,2022,211
Nnamdi Madubuike,DT,0,0%,46,70%,2,11%,0,Ravens,15.0,2022,211
Tyus Bowser,LB,0,0%,46,70%,0,0%,0,Ravens,15.0,2022,211
Broderick Washington Jr.,DT,0,0%,42,64%,5,28%,0,Ravens,15.0,2022,211
Marcus Peters,CB,0,0%,41,62%,0,0%,0,Ravens,15.0,2022,211
Jason Pierre-Paul,DE,0,0%,39,59%,0,0%,0,Ravens,15.0,2022,211
Kyle Hamilton,FS,0,0%,38,58%,15,83%,0,Ravens,15.0,2022,211
Calais Campbell,DE,0,0%,28,42%,6,33%,0,Ravens,15.0,2022,211
Odafe Oweh,LB,0,0%,25,38%,0,0%,0,Ravens,15.0,2022,211
Brent Urban,DE,0,0%,23,35%,5,28%,0,Ravens,15.0,2022,211
Travis Jones,DT,0,0%,22,33%,8,44%,0,Ravens,15.0,2022,211
Brandon Stephens,FS,0,0%,20,30%,15,83%,0,Ravens,15.0,2022,211
Justin Houston,LB,0,0%,20,30%,0,0%,0,Ravens,15.0,2022,211
Malik Harrison,LB,0,0%,8,12%,15,83%,0,Ravens,15.0,2022,211
Geno Stone,SS,0,0%,2,3%,15,83%,0,Ravens,15.0,2022,211
David Ojabo,LB,0,0%,1,2%,4,22%,0,Ravens,15.0,2022,211
Kristian Welch,LB,0,0%,0,0%,15,83%,0,Ravens,15.0,2022,211
Kevon Seymour,CB,0,0%,0,0%,15,83%,0,Ravens,15.0,2022,211
Del'Shawn Phillips,LB,0,0%,0,0%,10,56%,0,Ravens,15.0,2022,211
Justin Tucker,K,0,0%,0,0%,5,28%,0,Ravens,15.0,2022,211
Jordan Stout,P,0,0%,0,0%,4,22%,0,Ravens,15.0,2022,211
Nick Moore,LS,0,0%,0,0%,4,22%,0,Ravens,15.0,2022,211
Trystan Colon,C,0,0%,0,0%,3,17%,0,Ravens,15.0,2022,211
Patrick Mekari,G,0,0%,0,0%,3,17%,0,Ravens,15.0,2022,211
Daniel Faalele,T,0,0%,0,0%,3,17%,0,Ravens,15.0,2022,211
