Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Najee Harris,PIT,24,86,1,5.0,59,2.5,27,1.1,3,8.0,15.0,2022,214
Jaylen Warren,PIT,11,38,1,2.0,27,2.5,11,1.0,2,5.5,15.0,2022,214
Mitchell Trubisky,PIT,6,9,1,4.0,7,1.2,2,0.3,0,,15.0,2022,214
Steven Sims,PIT,2,19,0,1.0,19,9.5,0,0.0,0,,15.0,2022,214
Diontae Johnson,PIT,1,2,0,0.0,1,1.0,1,1.0,0,,15.0,2022,214
Derek Watt,PIT,1,2,0,1.0,2,2.0,0,0.0,0,,15.0,2022,214
D'Onta Foreman,CAR,10,9,0,,4,0.4,5,0.5,1,10.0,15.0,2022,214
Chuba Hubbard,CAR,4,10,0,0.0,7,1.8,3,0.8,0,,15.0,2022,214
Sam Darnold,CAR,2,2,0,0.0,2,1.0,0,0.0,0,,15.0,2022,214
