Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jared Goff,DET,0,0,0,0,0,15.0,2022,217
D'Andre Swift,DET,9,5,23,0,8,15.0,2022,217
Jamaal Williams,DET,0,0,0,0,0,15.0,2022,217
Justin Jackson,DET,2,1,15,0,15,15.0,2022,217
Amon-Ra St. Brown,DET,10,7,76,0,14,15.0,2022,217
Kalif Raymond,DET,6,5,53,0,18,15.0,2022,217
Brock Wright,DET,2,1,51,1,51,15.0,2022,217
DJ Chark,DET,2,1,18,0,18,15.0,2022,217
James Mitchell,DET,2,2,12,0,7,15.0,2022,217
Shane Zylstra,DET,1,1,4,0,4,15.0,2022,217
Jameson Williams,DET,1,0,0,0,0,15.0,2022,217
Jason Cabinda,DET,1,0,0,0,0,15.0,2022,217
Zach Wilson,NYJ,0,0,0,0,0,15.0,2022,217
Zonovan Knight,NYJ,0,0,0,0,0,15.0,2022,217
Michael Carter,NYJ,1,1,16,0,16,15.0,2022,217
Elijah Moore,NYJ,7,4,51,0,21,15.0,2022,217
Tyler Conklin,NYJ,2,1,7,0,7,15.0,2022,217
Garrett Wilson,NYJ,9,4,98,0,33,15.0,2022,217
Jeff Smith,NYJ,5,4,77,0,50,15.0,2022,217
C.J. Uzomah,NYJ,2,2,41,2,40,15.0,2022,217
Braxton Berrios,NYJ,6,1,14,0,14,15.0,2022,217
Denzel Mims,NYJ,2,1,13,0,13,15.0,2022,217
