Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Ryan Tannehill,TEN,0,0,0,0,0,15.0,2022,222
Malik Willis,TEN,0,0,0,0,0,15.0,2022,222
Derrick Henry,TEN,4,4,59,0,37,15.0,2022,222
Hassan Haskins,TEN,2,2,7,0,9,15.0,2022,222
Chigoziem Okonkwo,TEN,5,4,54,0,28,15.0,2022,222
Austin Hooper,TEN,4,2,33,0,17,15.0,2022,222
Chris Conley,TEN,3,3,19,0,7,15.0,2022,222
Robert Woods,TEN,4,2,12,0,8,15.0,2022,222
Racey McMath,TEN,2,1,1,0,1,15.0,2022,222
Nick Westbrook-Ikhine,TEN,2,0,0,0,0,15.0,2022,222
Justin Herbert,LAC,0,0,0,0,0,15.0,2022,222
Austin Ekeler,LAC,3,2,12,0,7,15.0,2022,222
Joshua Kelley,LAC,2,1,7,0,7,15.0,2022,222
Keenan Allen,LAC,9,8,86,0,31,15.0,2022,222
Mike Williams,LAC,8,4,67,0,35,15.0,2022,222
Josh Palmer,LAC,5,5,49,0,14,15.0,2022,222
Gerald Everett,LAC,6,4,42,0,21,15.0,2022,222
Donald Parham,LAC,3,3,35,0,18,15.0,2022,222
DeAndre Carter,LAC,2,1,15,0,15,15.0,2022,222
