Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA,week,year,game_id
1.0,10:56,3.0,8.0,BUF 35,0.0,0.0,Josh Allen pass incomplete short left intended for Stefon Diggs,0.17,-1.04,15.0,2022,212
1.0,10:52,4.0,8.0,BUF 35,0.0,0.0,"Sam Martin punts 38 yards, fair catch by Cedrick Wilson at MIA-27",-1.04,-0.74,15.0,2022,212
1.0,10:44,1.0,10.0,MIA 27,0.0,0.0,Raheem Mostert up the middle for 9 yards (tackle by Tremaine Edmunds and Matt Milano),0.74,1.41,15.0,2022,212
1.0,10:06,2.0,1.0,MIA 36,0.0,0.0,Raheem Mostert right guard for no gain (tackle by DaQuan Jones),1.41,0.7,15.0,2022,212
1.0,9:27,3.0,1.0,MIA 36,0.0,0.0,Alec Ingold up the middle for 2 yards (tackle by Tremaine Edmunds),0.7,1.47,15.0,2022,212
1.0,8:50,1.0,10.0,MIA 38,0.0,0.0,"Penalty on Robert Hunt: False Start, 5 yards (accepted) (no play)",1.47,1.14,15.0,2022,212
1.0,8:31,1.0,15.0,MIA 33,0.0,0.0,Tua Tagovailoa pass complete short right to Raheem Mostert for 20 yards (tackle by Tremaine Edmunds),1.14,2.46,15.0,2022,212
1.0,7:51,1.0,10.0,BUF 47,0.0,0.0,Tua Tagovailoa pass incomplete short left intended for Cedrick Wilson (defended by Tre'Davious White),2.46,1.91,15.0,2022,212
1.0,7:46,2.0,10.0,BUF 47,0.0,0.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 15 yards (tackle by Tre'Davious White),1.91,3.45,15.0,2022,212
1.0,7:06,1.0,10.0,BUF 32,0.0,0.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 5 yards (tackle by Taron Johnson),3.45,3.58,15.0,2022,212
1.0,6:28,2.0,5.0,BUF 27,0.0,0.0,Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill (defended by Tre'Davious White),3.58,2.87,15.0,2022,212
1.0,6:23,3.0,5.0,BUF 27,0.0,0.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 4 yards (tackle by Dane Jackson),2.87,2.08,15.0,2022,212
1.0,5:52,4.0,1.0,BUF 23,0.0,0.0,Raheem Mostert up the middle for 3 yards (tackle by Shaq Lawson and Jordan Poyer),2.08,4.24,15.0,2022,212
1.0,5:15,1.0,10.0,BUF 20,0.0,0.0,Raheem Mostert up the middle for 4 yards (tackle by Gregory Rousseau),4.24,4.28,15.0,2022,212
1.0,4:34,2.0,6.0,BUF 16,0.0,0.0,Salvon Ahmed up the middle for 5 yards (tackle by Matt Milano and Tremaine Edmunds),4.28,4.59,15.0,2022,212
1.0,3:52,3.0,1.0,BUF 11,0.0,0.0,"Tua Tagovailoa sacked by Shaq Lawson for -10 yards. Tua Tagovailoa fumbles (forced by Shaq Lawson), recovered by Durham Smythe at BUF-23 (tackle by Ed Oliver)",4.59,2.06,15.0,2022,212
1.0,3:03,4.0,11.0,BUF 21,3.0,0.0,Jason Sanders 39 yard field goal good,2.06,3.0,15.0,2022,212
1.0,2:59,,,MIA 35,3.0,0.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,212
1.0,2:59,1.0,10.0,BUF 25,3.0,0.0,Devin Singletary up the middle for 3 yards (tackle by Elandon Roberts),0.61,0.47,15.0,2022,212
1.0,2:25,2.0,7.0,BUF 28,3.0,0.0,Josh Allen pass complete deep right to Dawson Knox for 45 yards (tackle by Elandon Roberts),0.47,3.78,15.0,2022,212
1.0,1:42,1.0,10.0,MIA 27,3.0,0.0,Josh Allen pass complete short right to Devin Singletary for 13 yards (tackle by Xavien Howard),3.78,4.65,15.0,2022,212
1.0,1:09,1.0,10.0,MIA 14,3.0,6.0,"Josh Allen pass complete short right to Quintin Morris for 14 yards, touchdown",4.65,7.0,15.0,2022,212
1.0,1:05,,,MIA 15,3.0,7.0,Tyler Bass kicks extra point good,0.0,0.0,15.0,2022,212
1.0,1:05,,,BUF 35,3.0,7.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,212
1.0,1:05,1.0,10.0,MIA 25,3.0,7.0,"Raheem Mostert right tackle for 67 yards (tackle by Taron Johnson). Penalty on Taron Johnson: Horse Collar Tackle, 4 yards (accepted)",0.61,6.28,15.0,2022,212
1.0,0:37,1.0,4.0,BUF 4,3.0,7.0,Raheem Mostert up the middle for 1 yard (tackle by Ed Oliver and Matt Milano),6.28,5.53,15.0,2022,212
2.0,15:00,2.0,3.0,BUF 3,3.0,7.0,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill,5.53,4.72,15.0,2022,212
2.0,14:54,3.0,3.0,BUF 3,3.0,7.0,Tua Tagovailoa pass incomplete short left intended for Trent Sherfield,4.72,3.04,15.0,2022,212
2.0,14:50,4.0,3.0,BUF 3,6.0,7.0,Jason Sanders 21 yard field goal good,3.04,3.0,15.0,2022,212
2.0,14:47,,,MIA 35,6.0,7.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,212
2.0,14:47,1.0,10.0,BUF 25,6.0,7.0,Stefon Diggs left end for -3 yards (tackle by Elandon Roberts),0.61,-0.34,15.0,2022,212
2.0,14:16,2.0,13.0,BUF 22,6.0,7.0,Josh Allen pass complete short middle to James Cook for 1 yard (tackle by Kader Kohou),-0.34,-0.89,15.0,2022,212
2.0,13:27,3.0,12.0,BUF 23,6.0,7.0,"Penalty on James Cook: False Start, 5 yards (accepted) (no play)",-0.89,-1.72,15.0,2022,212
2.0,13:18,3.0,17.0,BUF 18,6.0,7.0,Josh Allen pass complete deep middle to Gabriel Davis for 21 yards (tackle by Keion Crossen),-1.72,1.53,15.0,2022,212
2.0,12:41,1.0,10.0,BUF 39,6.0,7.0,Josh Allen pass complete short left to Cole Beasley for 9 yards (tackle by Keion Crossen),1.53,2.2,15.0,2022,212
2.0,12:06,2.0,1.0,BUF 48,6.0,7.0,James Cook up the middle for 8 yards (tackle by Verone McKinley and Bradley Chubb),2.2,2.65,15.0,2022,212
2.0,11:38,1.0,10.0,MIA 44,6.0,7.0,James Cook up the middle for 4 yards (tackle by Zach Sieler),2.65,2.65,15.0,2022,212
2.0,11:04,2.0,6.0,MIA 40,6.0,7.0,Josh Allen pass complete short left to Stefon Diggs for 20 yards (tackle by Keion Crossen),2.65,4.24,15.0,2022,212
2.0,10:28,1.0,10.0,MIA 20,6.0,7.0,Josh Allen left end for 3 yards (tackle by Christian Wilkins),4.24,4.12,15.0,2022,212
2.0,9:56,2.0,7.0,MIA 17,6.0,7.0,Josh Allen pass complete short left to Gabriel Davis for 6 yards (tackle by Keion Crossen),4.12,4.59,15.0,2022,212
2.0,9:13,3.0,1.0,MIA 11,6.0,7.0,Devin Singletary up the middle for 1 yard (tackle by Kader Kohou and Zach Sieler),4.59,4.91,15.0,2022,212
2.0,8:27,,,,,,Timeout #1 by Buffalo Bills,,,15.0,2022,212
2.0,8:27,1.0,10.0,MIA 10,6.0,7.0,Josh Allen pass incomplete short left,4.91,4.19,15.0,2022,212
2.0,8:22,2.0,10.0,MIA 10,6.0,13.0,"Josh Allen pass complete short left to Nyheim Hines for 10 yards, touchdown",4.19,7.0,15.0,2022,212
2.0,8:18,,,MIA 15,6.0,14.0,Tyler Bass kicks extra point good,0.0,0.0,15.0,2022,212
2.0,8:18,,,BUF 35,6.0,14.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,212
2.0,8:18,1.0,10.0,MIA 25,6.0,14.0,Raheem Mostert right tackle for 6 yards (tackle by Tre'Davious White),0.61,0.87,15.0,2022,212
2.0,7:40,2.0,4.0,MIA 31,6.0,14.0,Tua Tagovailoa pass incomplete short left intended for Tyreek Hill (defended by Kaiir Elam),0.87,0.17,15.0,2022,212
2.0,7:35,3.0,4.0,MIA 31,6.0,14.0,Tua Tagovailoa pass complete deep right to Jaylen Waddle for 32 yards (tackle by Tre'Davious White),0.17,3.12,15.0,2022,212
2.0,6:47,1.0,10.0,BUF 37,6.0,14.0,Tua Tagovailoa pass incomplete deep right intended for Jaylen Waddle,3.12,2.57,15.0,2022,212
2.0,6:41,2.0,10.0,BUF 37,6.0,14.0,Tua Tagovailoa pass complete short right to Mike Gesicki for 5 yards (tackle by Jordan Poyer),2.57,2.54,15.0,2022,212
2.0,6:00,,,,,,Timeout #1 by Miami Dolphins,,,15.0,2022,212
2.0,6:00,3.0,5.0,BUF 32,6.0,14.0,Tua Tagovailoa pass complete short middle to Tyreek Hill for 6 yards (tackle by Tremaine Edmunds),2.54,3.84,15.0,2022,212
2.0,5:17,1.0,10.0,BUF 26,6.0,14.0,Raheem Mostert left tackle for 1 yard (tackle by Matt Milano),3.84,3.43,15.0,2022,212
2.0,4:33,2.0,9.0,BUF 25,6.0,14.0,Raheem Mostert up the middle for no gain (tackle by Gregory Rousseau and DaQuan Jones),3.43,2.74,15.0,2022,212
2.0,3:50,3.0,9.0,BUF 25,6.0,14.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 14 yards (tackle by Kaiir Elam),2.74,4.84,15.0,2022,212
2.0,3:05,1.0,10.0,BUF 11,12.0,14.0,"Salvon Ahmed right guard for 11 yards, touchdown",4.84,7.0,15.0,2022,212
2.0,2:59,,,BUF 15,13.0,14.0,Jason Sanders kicks extra point good,0.0,0.0,15.0,2022,212
2.0,2:59,,,MIA 35,13.0,14.0,"Jason Sanders kicks off 67 yards, returned by Nyheim Hines for 20 yards (tackle by Channing Tindall)",0.0,0.04,15.0,2022,212
2.0,2:55,1.0,10.0,BUF 18,13.0,14.0,Josh Allen pass incomplete short left intended for Devin Singletary,0.04,-0.49,15.0,2022,212
2.0,2:51,2.0,10.0,BUF 18,13.0,14.0,Josh Allen scrambles up the middle for 9 yards (tackle by Verone McKinley),-0.49,-0.02,15.0,2022,212
2.0,2:05,,,,,,Timeout #2 by Buffalo Bills,,,15.0,2022,212
2.0,2:05,3.0,1.0,BUF 27,13.0,14.0,Josh Allen left guard for 4 yards (tackle by Andrew Van Ginkel),-0.02,1.0,15.0,2022,212
2.0,2:00,1.0,10.0,BUF 31,13.0,14.0,Josh Allen pass complete short right to Stefon Diggs for 13 yards (tackle by Xavien Howard),1.0,1.86,15.0,2022,212
2.0,1:33,1.0,10.0,BUF 44,13.0,14.0,Josh Allen pass complete short left to Dawson Knox for 9 yards (tackle by Clayton Fejedelem),1.86,2.53,15.0,2022,212
2.0,1:26,2.0,1.0,MIA 47,13.0,14.0,Josh Allen pass incomplete short middle intended for Dawson Knox,2.53,1.82,15.0,2022,212
2.0,1:23,,,,,,Timeout #2 by Miami Dolphins,,,15.0,2022,212
2.0,1:23,3.0,1.0,MIA 47,13.0,14.0,Devin Singletary left guard for 3 yards (tackle by Justin Bethel and Duke Riley),1.82,2.65,15.0,2022,212
2.0,0:59,1.0,10.0,MIA 44,13.0,14.0,Josh Allen pass incomplete short left intended for Dawson Knox,2.65,2.11,15.0,2022,212
2.0,0:57,2.0,10.0,MIA 44,13.0,14.0,Josh Allen pass complete short middle to Devin Singletary for 6 yards (tackle by Jerome Baker),2.11,2.21,15.0,2022,212
2.0,0:49,,,,,,Timeout #3 by Buffalo Bills,,,15.0,2022,212
2.0,0:49,3.0,4.0,MIA 38,13.0,14.0,Josh Allen pass complete deep right to Isaiah McKenzie for 19 yards (tackle by Keion Crossen),2.21,4.31,15.0,2022,212
2.0,0:25,1.0,10.0,MIA 19,13.0,14.0,"Josh Allen pass incomplete deep right intended for Dawson Knox. Penalty on Noah Igbinoghene: Defensive Holding, 5 yards (accepted) (no play)",4.31,4.65,15.0,2022,212
2.0,0:22,1.0,10.0,MIA 14,13.0,14.0,"Josh Allen pass incomplete short left intended for Stefon Diggs. Penalty on Jaelan Phillips: Defensive Offside, 5 yards (accepted) (no play)",4.65,5.8,15.0,2022,212
2.0,0:17,1.0,5.0,MIA 9,13.0,14.0,Josh Allen pass incomplete short right intended for James Cook,5.8,4.9,15.0,2022,212
2.0,0:12,2.0,5.0,MIA 9,13.0,14.0,"Josh Allen pass incomplete short right intended for Gabriel Davis. Penalty on Xavien Howard: Defensive Holding, 5 yards (accepted) (no play)",4.9,6.28,15.0,2022,212
2.0,0:08,,,,,,Timeout #3 by Miami Dolphins,,,15.0,2022,212
2.0,0:08,1.0,4.0,MIA 4,13.0,20.0,"Josh Allen pass complete short right to James Cook for 4 yards, touchdown",6.28,7.0,15.0,2022,212
2.0,0:00,,,MIA 15,13.0,21.0,Tyler Bass kicks extra point good,0.0,0.0,15.0,2022,212
3.0,15:00,,,MIA 35,13.0,21.0,"Jason Sanders kicks off 67 yards, returned by Nyheim Hines for 20 yards (tackle by Justin Bethel)",0.0,0.04,15.0,2022,212
3.0,14:55,1.0,10.0,BUF 18,13.0,21.0,Josh Allen pass complete short middle to Devin Singletary for 9 yards (tackle by Jerome Baker),0.04,0.82,15.0,2022,212
3.0,14:27,2.0,1.0,BUF 27,13.0,21.0,Devin Singletary right tackle for -3 yards (tackle by Zach Sieler),0.82,-0.4,15.0,2022,212
3.0,13:52,3.0,4.0,BUF 24,13.0,21.0,Josh Allen pass incomplete short right intended for Gabriel Davis,-0.4,-1.77,15.0,2022,212
3.0,13:46,4.0,4.0,BUF 24,13.0,21.0,Sam Martin punts 49 yards out of bounds,-1.77,-0.74,15.0,2022,212
3.0,13:39,1.0,10.0,MIA 27,13.0,21.0,Raheem Mostert up the middle for 6 yards (tackle by Tremaine Edmunds),0.74,1.01,15.0,2022,212
3.0,12:59,2.0,4.0,MIA 33,13.0,21.0,Tua Tagovailoa pass incomplete short left intended for Raheem Mostert (defended by Shaq Lawson),1.01,0.3,15.0,2022,212
3.0,12:57,3.0,4.0,MIA 33,19.0,21.0,"Tua Tagovailoa pass complete deep left to Jaylen Waddle for 67 yards, touchdown",0.3,7.0,15.0,2022,212
3.0,12:48,,,BUF 2,19.0,21.0,Two Point Attempt: Tua Tagovailoa pass incomplete intended for intended for Jaylen Waddle,1.0,-1.0,15.0,2022,212
3.0,12:48,,,MIA 35,19.0,21.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,212
3.0,12:48,1.0,10.0,BUF 25,19.0,21.0,Josh Allen right guard for 13 yards (tackle by Jevon Holland),0.61,1.47,15.0,2022,212
3.0,12:14,1.0,10.0,BUF 38,19.0,21.0,Josh Allen pass complete deep left to Dawson Knox for 21 yards (tackle by Jerome Baker),1.47,2.85,15.0,2022,212
3.0,11:40,1.0,10.0,MIA 41,19.0,21.0,James Cook left guard for 3 yards (tackle by Bradley Chubb and Jerome Baker),2.85,2.71,15.0,2022,212
3.0,11:08,2.0,7.0,MIA 38,19.0,21.0,Josh Allen pass complete short left to Stefon Diggs for 5 yards (tackle by Kader Kohou),2.71,2.68,15.0,2022,212
3.0,10:30,3.0,2.0,MIA 33,19.0,21.0,"Josh Allen pass incomplete short right intended for Stefon Diggs. Penalty on David Quessenberry: Offensive Holding, 10 yards (accepted) (no play)",2.68,1.35,15.0,2022,212
3.0,10:20,3.0,12.0,MIA 43,19.0,21.0,"Penalty on Rodger Saffold: False Start, 5 yards (accepted) (no play)",1.35,0.7,15.0,2022,212
3.0,10:20,3.0,17.0,MIA 48,19.0,21.0,"Josh Allen pass incomplete deep left intended for Isaiah McKenzie. Penalty on Rodger Saffold: Offensive Holding, 10 yards (declined)",0.7,0.07,15.0,2022,212
3.0,10:13,4.0,17.0,MIA 48,19.0,21.0,"Sam Martin punts 37 yards, fair catch by Cedrick Wilson at MIA-11",0.07,0.37,15.0,2022,212
3.0,10:05,1.0,10.0,MIA 11,19.0,21.0,Salvon Ahmed right tackle for 9 yards (tackle by Damar Hamlin),-0.37,0.36,15.0,2022,212
3.0,9:33,2.0,1.0,MIA 20,19.0,21.0,Salvon Ahmed left guard for 6 yards (tackle by Matt Milano and Damar Hamlin),0.36,0.67,15.0,2022,212
3.0,9:01,1.0,10.0,MIA 26,19.0,21.0,"Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill. Penalty on Dane Jackson: Illegal Contact, 5 yards (accepted) (no play)",0.67,1.0,15.0,2022,212
3.0,8:53,1.0,10.0,MIA 31,19.0,21.0,Salvon Ahmed right guard for 1 yard (tackle by Damar Hamlin),1.0,0.6,15.0,2022,212
3.0,8:09,2.0,9.0,MIA 32,19.0,21.0,Tua Tagovailoa scrambles right tackle for 7 yards (tackle by Matt Milano),0.6,0.83,15.0,2022,212
3.0,7:08,3.0,2.0,MIA 39,19.0,21.0,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle (defended by Tre'Davious White),0.83,-0.78,15.0,2022,212
3.0,7:08,4.0,2.0,MIA 39,19.0,21.0,Thomas Morstead punts 59 yards downed by Justin Bethel,-0.78,0.38,15.0,2022,212
3.0,6:57,1.0,10.0,BUF 2,19.0,21.0,Devin Singletary right guard for 1 yard (tackle by Christian Wilkins and Andrew Van Ginkel),-0.38,-0.71,15.0,2022,212
3.0,6:18,2.0,9.0,BUF 3,19.0,21.0,Josh Allen pass incomplete deep right intended for Gabriel Davis (defended by Kader Kohou),-0.71,-1.3,15.0,2022,212
3.0,6:13,3.0,9.0,BUF 3,19.0,21.0,Josh Allen scrambles right tackle for 1 yard (tackle by Jevon Holland),-1.3,-2.49,15.0,2022,212
3.0,5:37,4.0,8.0,BUF 4,19.0,21.0,"Sam Martin punts 46 yards, fair catch by Cedrick Wilson at 50",-2.49,-2.26,15.0,2022,212
3.0,5:29,1.0,10.0,MIA 50,19.0,21.0,Tua Tagovailoa pass incomplete deep middle intended for Braylon Sanders,2.26,1.71,15.0,2022,212
3.0,5:23,2.0,10.0,MIA 50,19.0,21.0,Tua Tagovailoa sacked by and DaQuan Jones for -7 yards and Matt Milano for -7 yards,1.71,0.1,15.0,2022,212
3.0,4:40,3.0,17.0,MIA 43,19.0,21.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 7 yards (tackle by Jordan Poyer),0.1,-0.06,15.0,2022,212
3.0,4:03,4.0,10.0,MIA 50,19.0,21.0,"Thomas Morstead punts, fair catch by Nyheim Hines at BUF-7. Penalty on Cameron Lewis: Roughing the Kicker, 15 yards (accepted) (no play)",-0.06,3.25,15.0,2022,212
3.0,3:58,1.0,10.0,BUF 35,19.0,21.0,Raheem Mostert left guard for 4 yards (tackle by Damar Hamlin and Boogie Basham),3.25,3.24,15.0,2022,212
3.0,3:21,,,,,,Timeout #1 by Miami Dolphins,,,15.0,2022,212
3.0,3:21,2.0,6.0,BUF 31,19.0,21.0,Salvon Ahmed right end for 11 yards (tackle by Jordan Poyer and Matt Milano),3.24,4.24,15.0,2022,212
3.0,2:34,1.0,10.0,BUF 20,25.0,21.0,"Tua Tagovailoa pass complete deep right to Tyreek Hill for 20 yards, touchdown",4.24,7.0,15.0,2022,212
3.0,2:30,,,BUF 15,26.0,21.0,Jason Sanders kicks extra point good,0.0,0.0,15.0,2022,212
3.0,2:30,,,MIA 35,26.0,21.0,"Jason Sanders kicks off 66 yards, returned by Nyheim Hines for 36 yards (tackle by Duke Riley and Jevon Holland)",0.0,1.27,15.0,2022,212
3.0,2:19,1.0,10.0,BUF 35,26.0,21.0,Josh Allen pass complete short left to Dawson Knox for 7 yards (tackle by Xavien Howard),1.27,1.67,15.0,2022,212
3.0,1:52,2.0,3.0,BUF 42,26.0,21.0,James Cook up the middle for 3 yards (tackle by Christian Wilkins and Zach Sieler),1.67,1.93,15.0,2022,212
3.0,1:17,1.0,10.0,BUF 45,26.0,21.0,Josh Allen pass incomplete short left,1.93,1.38,15.0,2022,212
3.0,1:12,2.0,10.0,BUF 45,26.0,21.0,"Josh Allen pass incomplete deep right intended for Isaiah McKenzie BUF challenged the pass completion ruling, and the play was upheld.",1.38,0.7,15.0,2022,212
3.0,1:06,3.0,10.0,BUF 45,26.0,21.0,Josh Allen pass incomplete deep left intended for Stefon Diggs,0.7,-0.39,15.0,2022,212
3.0,0:59,4.0,10.0,BUF 45,26.0,21.0,Sam Martin punts 45 yards out of bounds,-0.39,0.38,15.0,2022,212
3.0,0:51,1.0,10.0,MIA 10,26.0,21.0,Tua Tagovailoa pass complete short left to Alec Ingold for 7 yards (tackle by Tremaine Edmunds),-0.38,-0.09,15.0,2022,212
3.0,0:27,2.0,3.0,MIA 17,26.0,21.0,Raheem Mostert left guard for no gain (tackle by Tremaine Edmunds),-0.09,-0.6,15.0,2022,212
4.0,15:00,3.0,3.0,MIA 17,26.0,21.0,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill (defended by Taron Johnson),-0.6,-2.32,15.0,2022,212
4.0,14:56,4.0,3.0,MIA 17,26.0,21.0,Thomas Morstead punts 34 yards downed by Justin Bethel,-2.32,-2.19,15.0,2022,212
4.0,14:47,1.0,10.0,BUF 49,26.0,21.0,"Josh Allen sacked by Jaelan Phillips for no gain. Josh Allen fumbles (forced by Jaelan Phillips), recovered by Christian Wilkins at BUF-49 and returned for 2 yards (tackle by David Quessenberry)",2.19,-2.46,15.0,2022,212
4.0,14:39,1.0,10.0,BUF 47,26.0,21.0,Raheem Mostert left end for 11 yards (tackle by Dane Jackson),2.46,3.18,15.0,2022,212
4.0,13:59,1.0,10.0,BUF 36,26.0,21.0,Raheem Mostert up the middle for 6 yards (tackle by Tim Settle),3.18,3.45,15.0,2022,212
4.0,13:24,2.0,4.0,BUF 30,26.0,21.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 3 yards (tackle by Dane Jackson),3.45,3.14,15.0,2022,212
4.0,12:37,3.0,1.0,BUF 27,26.0,21.0,Tua Tagovailoa pass complete short right to Durham Smythe for -2 yards (tackle by Taron Johnson),3.14,1.58,15.0,2022,212
4.0,12:01,4.0,3.0,BUF 29,29.0,21.0,Jason Sanders 47 yard field goal good,1.58,3.0,15.0,2022,212
4.0,11:56,,,MIA 35,29.0,21.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,212
4.0,11:56,1.0,10.0,BUF 25,29.0,21.0,"Josh Allen right guard for 2 yards. Josh Allen fumbles (forced by Christian Wilkins), recovered by Spencer Brown at BUF-27 (tackle by Christian Wilkins)",0.61,0.33,15.0,2022,212
4.0,11:29,2.0,8.0,BUF 27,29.0,21.0,James Cook right guard for 16 yards (tackle by Jevon Holland),0.33,1.8,15.0,2022,212
4.0,10:59,1.0,10.0,BUF 43,29.0,21.0,Josh Allen left guard for 44 yards (tackle by Verone McKinley and Keion Crossen),1.8,4.71,15.0,2022,212
4.0,10:28,1.0,10.0,MIA 13,29.0,21.0,"Josh Allen left end for 5 yards (tackle by Elandon Roberts). Penalty on Elandon Roberts: Unnecessary Roughness / Defense, 4 yards (accepted)",4.71,6.28,15.0,2022,212
4.0,9:57,1.0,4.0,MIA 4,29.0,21.0,Josh Allen pass incomplete short right intended for Stefon Diggs,6.28,5.34,15.0,2022,212
4.0,9:51,2.0,4.0,MIA 4,29.0,21.0,Josh Allen left tackle for -1 yards (tackle by Andrew Van Ginkel and Raekwon Davis),5.34,4.26,15.0,2022,212
4.0,9:06,3.0,5.0,MIA 5,29.0,27.0,"Josh Allen pass complete short right to Dawson Knox for 5 yards, touchdown",4.26,7.0,15.0,2022,212
4.0,9:02,,,MIA 15,29.0,27.0,"Penalty on MIA: Illegal Substitution, 1 yard (accepted) (no play)",0.0,1.0,15.0,2022,212
4.0,9:02,,,MIA 1,29.0,29.0,"Two Point Attempt: Josh Allen rushes, conversion succeeds.",1.0,1.0,15.0,2022,212
4.0,9:02,,,BUF 35,29.0,29.0,"Tyler Bass kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,212
4.0,9:02,1.0,10.0,MIA 25,29.0,29.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 13 yards (tackle by Jordan Poyer),0.61,1.47,15.0,2022,212
4.0,8:17,1.0,10.0,MIA 38,29.0,29.0,Tua Tagovailoa pass complete deep right to Cedrick Wilson for 21 yards (tackle by Taron Johnson),1.47,2.85,15.0,2022,212
4.0,7:39,1.0,10.0,BUF 41,29.0,29.0,Raheem Mostert right tackle for 1 yard (tackle by Gregory Rousseau),2.85,2.44,15.0,2022,212
4.0,6:56,2.0,9.0,BUF 40,29.0,29.0,Tua Tagovailoa pass complete short right to Tyreek Hill for -3 yards (tackle by Kaiir Elam),2.44,1.35,15.0,2022,212
4.0,6:04,3.0,12.0,BUF 43,29.0,29.0,"Tua Tagovailoa pass incomplete short middle intended for Jaylen Waddle Penalty on MIA: Illegal Shift, 5 yards (declined)",1.35,0.4,15.0,2022,212
4.0,6:04,4.0,12.0,BUF 43,29.0,29.0,"Thomas Morstead punts 36 yards, fair catch by Nyheim Hines at BUF-7",0.4,0.38,15.0,2022,212
4.0,5:56,1.0,10.0,BUF 7,29.0,29.0,Josh Allen pass complete short right to Gabriel Davis for 14 yards,-0.38,0.34,15.0,2022,212
4.0,5:34,1.0,10.0,BUF 21,29.0,29.0,"Josh Allen sacked by Zach Sieler for -8 yards. Penalty on Rodger Saffold: Offensive Holding, 10 yards (declined)",0.34,-1.35,15.0,2022,212
4.0,5:13,2.0,18.0,BUF 13,29.0,29.0,Josh Allen pass complete short left to Gabriel Davis for 15 yards (tackle by Noah Igbinoghene),-1.35,0.04,15.0,2022,212
4.0,4:44,3.0,3.0,BUF 28,29.0,29.0,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Xavien Howard),0.04,1.2,15.0,2022,212
4.0,4:03,1.0,10.0,BUF 34,29.0,29.0,Devin Singletary up the middle for 2 yards (tackle by Christian Wilkins),1.2,0.93,15.0,2022,212
