Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Daniel Jones,NYG,10,35,0,10,15.0,2022,223
Saquon Barkley,NYG,18,87,1,15,15.0,2022,223
Matt Breida,NYG,2,6,0,5,15.0,2022,223
Richie James,NYG,0,0,0,0,15.0,2022,223
Isaiah Hodgins,NYG,0,0,0,0,15.0,2022,223
Darius Slayton,NYG,0,0,0,0,15.0,2022,223
Nick Vannett,NYG,0,0,0,0,15.0,2022,223
Daniel Bellinger,NYG,0,0,0,0,15.0,2022,223
Taylor Heinicke,WAS,3,33,0,15,15.0,2022,223
Brian Robinson Jr.,WAS,12,89,0,19,15.0,2022,223
Antonio Gibson,WAS,5,21,0,10,15.0,2022,223
Dyami Brown,WAS,1,15,0,15,15.0,2022,223
Curtis Samuel,WAS,5,1,0,2,15.0,2022,223
Jahan Dotson,WAS,0,0,0,0,15.0,2022,223
Terry McLaurin,WAS,0,0,0,0,15.0,2022,223
Logan Thomas,WAS,0,0,0,0,15.0,2022,223
