Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Tua Tagovailoa,MIA,0,0,0,0,0,15.0,2022,212
Raheem Mostert,MIA,2,1,20,0,20,15.0,2022,212
Salvon Ahmed,MIA,0,0,0,0,0,15.0,2022,212
Alec Ingold,MIA,2,1,7,0,7,15.0,2022,212
Jaylen Waddle,MIA,7,3,114,1,67,15.0,2022,212
Tyreek Hill,MIA,13,9,69,1,20,15.0,2022,212
Cedrick Wilson Jr.,MIA,2,1,21,0,21,15.0,2022,212
Mike Gesicki,MIA,1,1,5,0,5,15.0,2022,212
Trent Sherfield,MIA,1,0,0,0,0,15.0,2022,212
Braylon Sanders,MIA,1,0,0,0,0,15.0,2022,212
Durham Smythe,MIA,1,1,-2,0,-2,15.0,2022,212
Josh Allen,BUF,0,0,0,0,0,15.0,2022,212
Devin Singletary,BUF,4,3,28,0,13,15.0,2022,212
James Cook,BUF,3,2,5,1,4,15.0,2022,212
Dawson Knox,BUF,8,6,98,1,45,15.0,2022,212
Gabriel Davis,BUF,6,4,56,0,21,15.0,2022,212
Isaiah McKenzie,BUF,5,2,24,0,19,15.0,2022,212
Quintin Morris,BUF,1,1,14,1,14,15.0,2022,212
Nyheim Hines,BUF,1,1,10,1,10,15.0,2022,212
Cole Beasley,BUF,1,1,9,0,9,15.0,2022,212
Stefon Diggs,BUF,9,5,60,0,20,15.0,2022,212
