Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Dak Prescott,DAL,23,30,256,3,2,3,13,39,107.1,15.0,2022,216
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,15.0,2022,216
Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,15.0,2022,216
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,15.0,2022,216
Noah Brown,DAL,0,0,0,0,0,0,0,0,,15.0,2022,216
Peyton Hendershot,DAL,0,0,0,0,0,0,0,0,,15.0,2022,216
Dalton Schultz,DAL,0,0,0,0,0,0,0,0,,15.0,2022,216
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,15.0,2022,216
Trevor Lawrence,JAX,27,42,318,4,1,1,7,59,109.0,15.0,2022,216
Travis Etienne,JAX,0,0,0,0,0,0,0,0,,15.0,2022,216
Jamal Agnew,JAX,0,0,0,0,0,0,0,0,,15.0,2022,216
Jamycal Hasty,JAX,0,0,0,0,0,0,0,0,,15.0,2022,216
Snoop Conner,JAX,0,0,0,0,0,0,0,0,,15.0,2022,216
Zay Jones,JAX,0,0,0,0,0,0,0,0,,15.0,2022,216
Christian Kirk,JAX,0,0,0,0,0,0,0,0,,15.0,2022,216
Evan Engram,JAX,0,0,0,0,0,0,0,0,,15.0,2022,216
Marvin Jones,JAX,0,0,0,0,0,0,0,0,,15.0,2022,216
