Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Joe Burrow,CIN,0,0,0,0,0,15.0,2022,221
Samaje Perine,CIN,1,1,0,0,0,15.0,2022,221
Joe Mixon,CIN,6,5,33,0,11,15.0,2022,221
Ja'Marr Chase,CIN,13,7,60,1,15,15.0,2022,221
Tyler Boyd,CIN,5,5,35,1,13,15.0,2022,221
Mitchell Wilcox,CIN,3,3,34,1,19,15.0,2022,221
Tee Higgins,CIN,8,5,33,1,12,15.0,2022,221
Trenton Irwin,CIN,2,1,5,0,5,15.0,2022,221
Tom Brady,TAM,0,0,0,0,0,15.0,2022,221
Leonard Fournette,TAM,4,4,30,0,12,15.0,2022,221
Rachaad White,TAM,2,1,5,0,5,15.0,2022,221
Deven Thompkins,TAM,1,1,7,0,7,15.0,2022,221
Mike Evans,TAM,9,5,83,0,24,15.0,2022,221
Chris Godwin,TAM,8,8,83,1,18,15.0,2022,221
Russell Gage,TAM,12,8,59,2,14,15.0,2022,221
Cameron Brate,TAM,5,2,25,0,21,15.0,2022,221
Cade Otton,TAM,1,1,20,0,20,15.0,2022,221
Giovani Bernard,TAM,0,0,0,0,0,15.0,2022,221
