#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,8:33,NYG 30,3,0:50,3,Punt,0,Giants,15.0,2022,223
2,1,2:51,NYG 25,5,3:43,19,Punt,0,Giants,15.0,2022,223
3,2,10:18,NYG 3,18,8:35,97,Touchdown,0,Giants,15.0,2022,223
4,2,0:16,NYG 25,1,0:16,-1,End of Half,0,Giants,15.0,2022,223
5,3,15:00,NYG 25,5,2:11,17,Punt,0,Giants,15.0,2022,223
6,3,8:38,NYG 25,10,5:27,43,Field Goal,0,Giants,15.0,2022,223
7,3,1:26,NYG 1,3,1:04,5,Punt,0,Giants,15.0,2022,223
8,4,12:31,NYG 25,8,3:25,33,Punt,0,Giants,15.0,2022,223
9,4,6:06,NYG 14,9,4:11,54,Field Goal,0,Giants,15.0,2022,223
10,4,0:48,NYG 6,2,0:48,-2,End of Game,0,Giants,15.0,2022,223
