Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
JuJu Smith-Schuster,KAN,10,10,88,0,4.0,60,6.0,28,2.8,6.0,0,,0,0.0,0,103.3,15.0,2022,218
Travis Kelce,KAN,10,10,105,0,7.0,55,5.5,50,5.0,5.5,1,10.0,0,0.0,0,110.4,15.0,2022,218
Jerick McKinnon,KAN,8,8,70,1,4.0,-9,-1.1,79,9.9,-1.1,0,,0,0.0,0,142.7,15.0,2022,218
Marquez Valdes-Scantling,KAN,5,3,26,1,2.0,24,8.0,2,0.7,10.2,0,,0,0.0,0,113.3,15.0,2022,218
Noah Gray,KAN,3,3,31,0,2.0,2,0.7,29,9.7,0.7,1,3.0,0,0.0,0,109.7,15.0,2022,218
Kadarius Toney,KAN,1,1,5,0,,-4,-4.0,9,9.0,-4.0,0,,0,0.0,0,87.5,15.0,2022,218
Isiah Pacheco,KAN,1,1,11,0,1.0,-5,-5.0,16,16.0,-5.0,0,,0,0.0,0,112.5,15.0,2022,218
Justin Watson,KAN,2,0,0,0,,0,,0,,32.5,0,,1,50.0,0,39.6,15.0,2022,218
Jody Fortson,KAN,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6,15.0,2022,218
Chris Moore,HOU,8,4,42,0,2.0,25,6.3,17,4.3,10.8,0,,0,0.0,0,65.6,15.0,2022,218
Jordan Akins,HOU,6,3,22,1,1.0,15,5.0,7,2.3,6.7,0,,1,16.7,0,98.6,15.0,2022,218
Amari Rodgers,HOU,4,2,26,0,2.0,11,5.5,15,7.5,11.5,0,,1,25.0,0,70.8,15.0,2022,218
Rex Burkhead,HOU,4,2,17,0,1.0,0,0.0,17,8.5,0.3,0,,0,0.0,0,61.5,15.0,2022,218
Brevin Jordan,HOU,1,1,9,0,1.0,9,9.0,0,0.0,9.0,0,,0,0.0,0,104.2,15.0,2022,218
Royce Freeman,HOU,1,1,5,0,0.0,-2,-2.0,7,7.0,-2.0,0,,0,0.0,0,87.5,15.0,2022,218
Teagan Quitoriano,HOU,2,1,8,1,1.0,8,8.0,0,0.0,6.0,0,,0,0.0,0,100.0,15.0,2022,218
Phillip Dorsett,HOU,1,0,0,0,,0,,0,,29.0,0,,0,0.0,0,39.6,15.0,2022,218
