Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bills,4.0,19.07,16.23,3.32,-4.65,-10.87,-1.32,-12.54,0.0,-4.2,-3.16,3.79,2.63,-5.15,-2.31,15.0,2022,212
Dolphins,-4.0,10.87,1.32,12.54,0.0,-19.07,-16.23,-3.32,4.65,4.2,-3.79,3.16,5.15,-2.63,2.31,15.0,2022,212
