Player,Pos,home_team,team,week,year,game_id
Dak Prescott,QB,0,Cowboys,15.0,2022,216
Ezekiel Elliott,RB,0,Cowboys,15.0,2022,216
Michael Gallup,WR,0,Cowboys,15.0,2022,216
CeeDee Lamb,WR,0,Cowboys,15.0,2022,216
Dalton Schultz,TE,0,Cowboys,15.0,2022,216
Peyton Hendershot,TE,0,Cowboys,15.0,2022,216
Tyler Smith,OL,0,Cowboys,15.0,2022,216
Tyron Smith,T,0,Cowboys,15.0,2022,216
Connor McGovern,G,0,Cowboys,15.0,2022,216
Zack Martin,G,0,Cowboys,15.0,2022,216
Tyler Biadasz,C,0,Cowboys,15.0,2022,216
DeMarcus Lawrence,DE,0,Cowboys,15.0,2022,216
Osa Odighizuwa,DT,0,Cowboys,15.0,2022,216
Carlos Watkins,DT,0,Cowboys,15.0,2022,216
Micah Parsons,LB,0,Cowboys,15.0,2022,216
Anthony Barr,LB,0,Cowboys,15.0,2022,216
Leighton Vander Esch,LB,0,Cowboys,15.0,2022,216
Kelvin Joseph,CB,0,Cowboys,15.0,2022,216
Trevon Diggs,CB,0,Cowboys,15.0,2022,216
DaRon Bland,CB,0,Cowboys,15.0,2022,216
Jayron Kearse,S,0,Cowboys,15.0,2022,216
Donovan Wilson,S,0,Cowboys,15.0,2022,216
