Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Lions,3.0,2.21,10.2,-7.99,0.0,-3.71,-8.19,4.48,5.91,2.44,-2.52,1.63,1.29,2.79,-0.75,15.0,2022,217
Jets,-3.0,3.71,8.19,-4.48,-5.91,-2.21,-10.2,7.99,0.0,-2.44,-1.63,2.52,-2.79,-1.29,0.75,15.0,2022,217
