#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:54,SFO 10,3,1:57,9,Punt,0,49ers,15.0,2022,209
2,1,9:13,SFO 14,9,5:24,86,Touchdown,0,49ers,15.0,2022,209
3,1,2:17,,3,2:26,8,Punt,0,49ers,15.0,2022,209
4,2,13:21,SFO 24,6,2:44,23,Punt,0,49ers,15.0,2022,209
5,2,4:47,SFO 25,6,2:59,11,Punt,0,49ers,15.0,2022,209
6,2,0:56,SEA 6,2,0:09,6,Touchdown,0,49ers,15.0,2022,209
7,2,0:08,SFO 20,1,0:08,-1,End of Half,0,49ers,15.0,2022,209
8,3,15:00,SFO 41,2,1:00,59,Touchdown,0,49ers,15.0,2022,209
9,3,8:08,SFO 28,8,5:37,27,Punt,0,49ers,15.0,2022,209
10,4,13:06,SFO 1,6,2:28,9,Punt,0,49ers,15.0,2022,209
11,4,9:34,SFO 22,8,4:34,53,Missed FG,0,49ers,15.0,2022,209
12,4,3:35,SFO 25,8,3:35,71,End of Game,0,49ers,15.0,2022,209
