Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jalen Hurts,PHI,0,0,0,0,0,15.0,2022,215
Miles Sanders,PHI,1,1,-13,0,-13,15.0,2022,215
Kenneth Gainwell,PHI,2,2,9,0,7,15.0,2022,215
Quez Watkins,PHI,6,4,6,0,3,15.0,2022,215
A.J. Brown,PHI,16,9,181,0,68,15.0,2022,215
DeVonta Smith,PHI,8,5,126,0,45,15.0,2022,215
Jack Stoll,PHI,1,1,6,0,6,15.0,2022,215
Grant Calcaterra,PHI,2,0,0,0,0,15.0,2022,215
Zach Pascal,PHI,1,0,0,0,0,15.0,2022,215
Justin Fields,CHI,0,0,0,0,0,15.0,2022,215
Nathan Peterman,CHI,0,0,0,0,0,15.0,2022,215
David Montgomery,CHI,3,3,38,1,21,15.0,2022,215
Darrynton Evans,CHI,0,0,0,0,0,15.0,2022,215
Byron Pringle,CHI,2,2,39,1,35,15.0,2022,215
Cole Kmet,CHI,5,4,25,0,7,15.0,2022,215
Equanimeous St. Brown,CHI,1,1,20,0,20,15.0,2022,215
Nsimba Webster,CHI,3,2,14,0,8,15.0,2022,215
Dante Pettis,CHI,4,1,13,0,13,15.0,2022,215
Velus Jones Jr.,CHI,2,1,3,0,3,15.0,2022,215
Trestan Ebner,CHI,1,0,0,0,0,15.0,2022,215
