Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
J.K. Dobbins,BAL,13,125,0,5.0,65,5.0,60,4.6,0,,15.0,2022,211
Gus Edwards,BAL,7,55,0,3.0,32,4.6,23,3.3,0,,15.0,2022,211
Tyler Huntley,BAL,6,15,0,1.0,14,2.3,1,0.2,0,,15.0,2022,211
Justice Hill,BAL,1,3,0,1.0,2,2.0,1,1.0,0,,15.0,2022,211
Patrick Ricard,BAL,1,0,0,,0,0.0,0,0.0,0,,15.0,2022,211
Nick Chubb,CLE,21,99,0,5.0,49,2.3,50,2.4,0,,15.0,2022,211
Deshaun Watson,CLE,6,22,0,2.0,20,3.3,2,0.3,0,,15.0,2022,211
Kareem Hunt,CLE,4,24,0,,18,4.5,6,1.5,0,,15.0,2022,211
Jacoby Brissett,CLE,1,3,0,1.0,1,1.0,2,2.0,0,,15.0,2022,211
Michael Woods II,CLE,1,-5,0,,-5,-5.0,0,0.0,0,,15.0,2022,211
