Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mac Jones,NWE,0,0,0,0,0,15.0,2022,220
Rhamondre Stevenson,NWE,3,2,-4,0,1,15.0,2022,220
Pierre Strong,NWE,3,3,12,0,11,15.0,2022,220
Kevin Harris,NWE,0,0,0,0,0,15.0,2022,220
Jonnu Smith,NWE,3,2,24,0,13,15.0,2022,220
Tyquan Thornton,NWE,4,1,21,0,21,15.0,2022,220
Hunter Henry,NWE,4,2,9,0,5,15.0,2022,220
Nelson Agholor,NWE,6,1,3,0,3,15.0,2022,220
Kendrick Bourne,NWE,1,0,0,0,0,15.0,2022,220
Jakobi Meyers,NWE,6,2,47,0,39,15.0,2022,220
Derek Carr,LVR,0,0,0,0,0,15.0,2022,220
Josh Jacobs,LVR,3,2,17,0,11,15.0,2022,220
Zamir White,LVR,0,0,0,0,0,15.0,2022,220
Keelan Cole,LVR,2,2,50,1,30,15.0,2022,220
Darren Waller,LVR,3,3,48,1,25,15.0,2022,220
Mack Hollins,LVR,8,4,40,1,13,15.0,2022,220
Davante Adams,LVR,9,4,28,0,11,15.0,2022,220
Foster Moreau,LVR,2,2,20,0,12,15.0,2022,220
Hunter Renfrow,LVR,3,1,14,0,14,15.0,2022,220
Ameer Abdullah,LVR,2,2,14,0,8,15.0,2022,220
