Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Matt Ryan,IND,0,0,0,0,0,15.0,2022,210
Zack Moss,IND,1,0,0,0,0,15.0,2022,210
Deon Jackson,IND,1,1,1,1,1,15.0,2022,210
Michael Pittman Jr.,IND,14,10,60,0,15,15.0,2022,210
Ashton Dulin,IND,2,2,25,0,13,15.0,2022,210
Jelani Woods,IND,1,1,36,0,36,15.0,2022,210
Kylen Granson,IND,2,2,34,0,21,15.0,2022,210
Parris Campbell,IND,3,2,13,0,7,15.0,2022,210
Jonathan Taylor,IND,1,1,13,0,13,15.0,2022,210
Alec Pierce,IND,5,0,0,0,0,15.0,2022,210
Mo Alie-Cox,IND,1,0,0,0,0,15.0,2022,210
Kirk Cousins,MIN,0,0,0,0,0,15.0,2022,210
Ryan Wright,MIN,0,0,0,0,0,15.0,2022,210
Dalvin Cook,MIN,4,4,95,1,64,15.0,2022,210
C.J. Ham,MIN,1,1,4,0,4,15.0,2022,210
Alexander Mattison,MIN,0,0,0,0,0,15.0,2022,210
K.J. Osborn,MIN,16,10,157,1,63,15.0,2022,210
Justin Jefferson,MIN,16,12,123,1,20,15.0,2022,210
Adam Thielen,MIN,4,3,41,1,21,15.0,2022,210
T.J. Hockenson,MIN,9,3,33,0,14,15.0,2022,210
Johnny Mundt,MIN,1,1,7,0,7,15.0,2022,210
Jalen Nailor,MIN,1,0,0,0,0,15.0,2022,210
Jalen Reagor,MIN,2,0,0,0,0,15.0,2022,210
