Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Cameron Fleming,T,69,100%,0,0%,5,18%,1,Broncos,15.0,2022,219
Billy Turner,T,69,100%,0,0%,0,0%,1,Broncos,15.0,2022,219
Brett Rypien,QB,69,100%,0,0%,0,0%,1,Broncos,15.0,2022,219
Graham Glasgow,G,69,100%,0,0%,0,0%,1,Broncos,15.0,2022,219
Dalton Risner,G,66,96%,0,0%,5,18%,1,Broncos,15.0,2022,219
Jerry Jeudy,WR,51,74%,0,0%,0,0%,1,Broncos,15.0,2022,219
Greg Dulcich,TE,47,68%,0,0%,0,0%,1,Broncos,15.0,2022,219
Latavius Murray,RB,44,64%,0,0%,0,0%,1,Broncos,15.0,2022,219
Eric Saubert,TE,41,59%,0,0%,19,68%,1,Broncos,15.0,2022,219
Brandon Johnson,WR,41,59%,0,0%,4,14%,1,Broncos,15.0,2022,219
Freddie Swain,WR,38,55%,0,0%,0,0%,1,Broncos,15.0,2022,219
Luke Wattenberg,C,37,54%,0,0%,5,18%,1,Broncos,15.0,2022,219
Eric Tomlinson,TE,35,51%,0,0%,0,0%,1,Broncos,15.0,2022,219
Tom Compton,T,30,43%,0,0%,0,0%,1,Broncos,15.0,2022,219
Andrew Beck,TE,21,30%,0,0%,19,68%,1,Broncos,15.0,2022,219
Marlon Mack,RB,20,29%,0,0%,0,0%,1,Broncos,15.0,2022,219
Devine Ozigbo,RB,5,7%,0,0%,13,46%,1,Broncos,15.0,2022,219
Quinn Meinerz,G,5,7%,0,0%,0,0%,1,Broncos,15.0,2022,219
Jalen Virgil,WR,1,1%,0,0%,15,54%,1,Broncos,15.0,2022,219
Montrell Washington,WR,1,1%,0,0%,13,46%,1,Broncos,15.0,2022,219
Justin Simmons,FS,0,0%,65,100%,2,7%,1,Broncos,15.0,2022,219
Damarri Mathis,CB,0,0%,65,100%,1,4%,1,Broncos,15.0,2022,219
Josey Jewell,LB,0,0%,65,100%,1,4%,1,Broncos,15.0,2022,219
Patrick Surtain II,CB,0,0%,65,100%,1,4%,1,Broncos,15.0,2022,219
Kareem Jackson,SS,0,0%,65,100%,0,0%,1,Broncos,15.0,2022,219
K'Waun Williams,CB,0,0%,52,80%,1,4%,1,Broncos,15.0,2022,219
Alex Singleton,LB,0,0%,48,74%,9,32%,1,Broncos,15.0,2022,219
Baron Browning,LB,0,0%,45,69%,1,4%,1,Broncos,15.0,2022,219
DeShawn Williams,DT,0,0%,40,62%,3,11%,1,Broncos,15.0,2022,219
D.J. Jones,DT,0,0%,38,58%,1,4%,1,Broncos,15.0,2022,219
Jonathon Cooper,LB,0,0%,36,55%,9,32%,1,Broncos,15.0,2022,219
Nik Bonitto,LB,0,0%,26,40%,10,36%,1,Broncos,15.0,2022,219
Eyioma Uwazurike,DE,0,0%,25,38%,4,14%,1,Broncos,15.0,2022,219
Randy Gregory,DE,0,0%,23,35%,1,4%,1,Broncos,15.0,2022,219
Mike Purcell,NT,0,0%,21,32%,8,29%,1,Broncos,15.0,2022,219
Jonathan Harris,DE,0,0%,21,32%,0,0%,1,Broncos,15.0,2022,219
Matt Henningsen,DE,0,0%,8,12%,16,57%,1,Broncos,15.0,2022,219
Essang Bassey,CB,0,0%,7,11%,18,64%,1,Broncos,15.0,2022,219
Justin Strnad,LB,0,0%,0,0%,22,79%,1,Broncos,15.0,2022,219
P.J. Locke,FS,0,0%,0,0%,22,79%,1,Broncos,15.0,2022,219
Dakota Allen,LB,0,0%,0,0%,21,75%,1,Broncos,15.0,2022,219
Delarrin Turner-Yell,SS,0,0%,0,0%,19,68%,1,Broncos,15.0,2022,219
Brandon McManus,K,0,0%,0,0%,10,36%,1,Broncos,15.0,2022,219
Corliss Waitman,P,0,0%,0,0%,10,36%,1,Broncos,15.0,2022,219
Jacob Bobenmoyer,LS,0,0%,0,0%,10,36%,1,Broncos,15.0,2022,219
Darius Phillips,CB,0,0%,0,0%,5,18%,1,Broncos,15.0,2022,219
Calvin Anderson,T,0,0%,0,0%,5,18%,1,Broncos,15.0,2022,219
