Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mitchell Trubisky,PIT,0,0,0,0,0,15.0,2022,214
Najee Harris,PIT,0,0,0,0,0,15.0,2022,214
Jaylen Warren,PIT,1,1,11,0,11,15.0,2022,214
Steven Sims,PIT,2,1,10,0,10,15.0,2022,214
Diontae Johnson,PIT,10,10,98,0,19,15.0,2022,214
Derek Watt,PIT,0,0,0,0,0,15.0,2022,214
George Pickens,PIT,5,2,53,0,38,15.0,2022,214
Zach Gentry,PIT,1,1,4,0,4,15.0,2022,214
Gunner Olszewski,PIT,1,1,3,0,3,15.0,2022,214
Miles Boykin,PIT,1,1,0,0,0,15.0,2022,214
Sam Darnold,CAR,0,0,0,0,0,15.0,2022,214
Chuba Hubbard,CAR,3,3,57,0,45,15.0,2022,214
D'Onta Foreman,CAR,0,0,0,0,0,15.0,2022,214
D.J. Moore,CAR,6,5,73,1,26,15.0,2022,214
Terrace Marshall Jr.,CAR,3,3,51,0,40,15.0,2022,214
Shi Smith,CAR,3,1,24,0,24,15.0,2022,214
Tommy Tremble,CAR,3,2,20,0,17,15.0,2022,214
Laviska Shenault Jr.,CAR,1,0,0,0,0,15.0,2022,214
