Player,Pos,home_team,team,week,year,game_id
Andy Dalton,QB,1,Saints,15.0,2022,213
Alvin Kamara,RB,1,Saints,15.0,2022,213
Rashid Shaheed,WR,1,Saints,15.0,2022,213
Chris Olave,WR,1,Saints,15.0,2022,213
Taysom Hill,TE,1,Saints,15.0,2022,213
Juwan Johnson,TE,1,Saints,15.0,2022,213
Erik McCoy,OL,1,Saints,15.0,2022,213
Cesar Ruiz,OL,1,Saints,15.0,2022,213
Andrus Peat,OL,1,Saints,15.0,2022,213
James Hurst,OL,1,Saints,15.0,2022,213
Ryan Ramczyk,T,1,Saints,15.0,2022,213
Tanoh Kpassagnon,DE,1,Saints,15.0,2022,213
Cameron Jordan,DE,1,Saints,15.0,2022,213
David Onyemata,DT,1,Saints,15.0,2022,213
Shy Tuttle,DT,1,Saints,15.0,2022,213
Demario Davis,LB,1,Saints,15.0,2022,213
Pete Werner,LB,1,Saints,15.0,2022,213
Paulson Adebo,CB,1,Saints,15.0,2022,213
Bradley Roby,CB,1,Saints,15.0,2022,213
Alontae Taylor,CB,1,Saints,15.0,2022,213
Tyrann Mathieu,FS,1,Saints,15.0,2022,213
Marcus Maye,S,1,Saints,15.0,2022,213
